id,title,price,brand,Combined_raiska,Combined_istrizaine,Combined_operacine
608,"Televizorius Kruger & Matz 32"" HD Google TV, DVB-T2/S2/T/C H.265 HEVC",147.99,Kruger & Matz,"4K

3840 x 2160",75'',
609,Philips Televizorius 75 cali MINI LED 75PML9019/12,1911.56,Philips,4K,"55""",
610,TCL Televizorius LED 55 cali 55V6B,425.99,TCL,HD Ready,"24""",VIDAA OS
611,Kruger & Matz 24 colių išmanusis VIDAA DVB-T2 televizorius,129.99,Kruger & Matz,HD Ready,32,Android
612,"Kiano Elegance TV 32""",137.31,,4K,"65""",
613,Televizorius PHILIPS 65PML9308/12,1555.72,Philips,"3840 x 2160

4K","43""",
614,"Televizorius|PHILIPS|43""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Titan OS|43PUS8009/12",364.83,Philips,"4K

3840 x 2160","55""",
615,Philips Televizorius 55 cali OLED 55OLED909/12,2426.82,Philips,4K,"50""",
616,TCL Televizorius LED 50 cali 50V6B,385.99,TCL,8K Ultra HD,55,Tizen
617,"Televizorius Televizija Samsung QE55QN700BTXXC QLED 55 ""'8K Ultra HD Tizen",3308.43,Samsung,HD Ready,14,
618,"Televizorius Unispectra Travel/Home 14"" TV HD LED DVB-T/T2 TV, 14"" (~36 cm)",149,,,,
619,Televizorius Mozi Super Solid Full-motion B4 60-100 television seinäteline,63.99,Mozi,"4K

3840 x 2160",55,webOS
620,"televizorius LG 55""",1475.99,LG,"3840 x 2160

4K",86,
621,Televizorius LG 86UR76006LC.AEU,1289.99,LG,"4K

3840 x 2160",85,
622,"Televizorius TV Set|PANASONIC|85""|4K|3840x2160|Wireless LAN|Bluetooth|Fire OS|Juodas|TX-85MX800E",2219.99,Panasonic,"3840 x 2160

4K",55,
623,„Philips 55 OLED759“ – 4K „Ambilight“ televizorius,1245.99,Philips,"4K

3840 x 2160",55,
624,Televizorius „ProCaster Q970H 55 4K QLED Google TV“.,379.99,Procaster,3840 × 2160,,
625,"Televizorius Panasonic TV TX-65LX650E 65"" LED",885.99,Panasonic,"4K

3840 x 2160",65,
626,Televizorius LG 65'' NANO 81 – 4K TV (2024),625.99,LG,1366 x 768,12,Android
627,Nvox 12 colių nešiojamas LED turistinis automobilinis televizorius + Xiaomi Mi Stick Smart,134.99,Nvox,800 x 480,8,Android
628,Nvox Nešiojamas turistinis automobilinis televizorius su 8 colių LED + Xiaomi Mi Stick Smart,122.99,Nvox,,,webOS
629,"Televizorius LG 65"" OLED",1419.99,LG,4K,,
630,Televizorius LG UR78 55 4K LED TV,435.99,LG,,,
631,Televizorius Leyard MGP Complete HD136,32195.99,Leyard,"3840 x 2160
4K",,
632,Sharp Televizorius qled 55 cali 55eq6ea uhd android,785.99,Sharp,"4K

3840 x 2160",55,
633,Televizorius Sharp 55GR8265E | 55 | Smart TV | Google TV | UHD,589.99,Sharp,"4K

3840 x 2160",55,
634,Televizorius LG 55'' UT80 – 4K LED TV,459.99,LG,,81 cm (32 coliai),Android
635,Televizorius Hyundai HLA32339,179.99,Hyundai,"4K

3840 x 2160",164 cm (65 coliai),Google TV
636,"Televizorius Televizor TCL QLED 65T7B, 164 cm, Smart Google TV, 4K Ultra HD, Clasa F",649.99,TCL,"4K
3840 x 2160",127 cm (50 colių),Google TV
637,Televizorius JVC MPN,605.99,JVC,,81 cm (32 coliai),pritaikyta OS
638,Televizorius Hyundai HLP32T329,136.99,Hyundai,"4K
3840 x 2160",139 cm (55 colių),Android
639,Televizorius JVC MPN,539.99,JVC,"4K

3840 x 2160",164 cm (65 coliai),WebOS
640,"Televizorius LG 65QNED85T6C (164 cm (65 col.), juodas, UltraHD/4K, HDR10, Triple-Imtuvas, KI Prozessor, 120Hz Panel)",1129.99,LG,"4K
3840 x 2160",139 cm (55 colių),Android
641,Televizorius JVC MPN,525.99,JVC,4K,43,Android
642,"Televizorius Sony | KD43X75WL | 43"" (108cm) | Android | QFHD | Juodas | PAŽEISTA PAKUOTĖ",509.99,Sony,"4K
3840 x 2160",127 cm (50 colių),pritaikyta OS
643,Televizorius JVC MPN,365.99,JVC,"3840 x 2160

4K",,
644,"Televizorius Sharp 70GL4260E | 70"" | Smart TV | Google TV | 4K Ultra HD",579.99,Sharp,Full HD,"102 cm (40"")",
645,"Televizorius TV GoGEN TVF 40P750T LED 40 ""Full HD",244.80,GoGen,"4K

3840 x 2160",189 cm (75 colių),WebOS
646,Televizorius LG MPN,1109.99,LG,,,
647,"Televizorius Sharp | 50GL4260E | 50"" (126cm) | Smart TV | Google TV | Ultra HD | PAŽEISTA PAKUOTĖ",339.99,Sharp,"4K

3840 x 2160",8949,
648,„Philips The One 50 PUS8949“ – 4K LED „Ambilight“ televizorius,669.99,Philips,1366 x 768,81 cm (32 coliai),WebOS
649,Televizorius Sencor SLE 32S802TCSB LED 32'' HD Ready WebOS,209.99,Sencor,1366 x 768 (HD paruoštas),32 colių (81 cm),
650,Televizorius Sencor SLE 3231TCS LED 32'' HD Ready,149.99,Sencor,"4K
3840 x 2160",138 cm (55 coliai),WebOS
651,Televizorius Sencor 55US802TCSB LED 55'' 4K Ultra HD WebOS,485.99,Sencor,Full HD,40,
652,"CHiQ L40G5W TV 40"", FHD, klasikinis televizorius, ne išmanusis, Dolby Audio",199.99,Chiq,1366 x 768,"60 cm (24"")",pritaikyta OS
653,"Televizorius Orava, LT-638, 24"", HD Ready 1366 x 768, juoda",132.99,Orava,"4K

3840 x 2160",55,
654,Televizorius Samsung 55 QE1D – 4K QLED TV,605.99,Samsung,"4K

3840 x 2160",9009,
655,„Philips The Xtra 75 PML9009“ – 4K QD mini LED „Ambilight“ televizorius,1665.99,Philips,4K,48,Tizenas
656,"Televizorius TV Samsung 48""",1251.16,Samsung,,,
657,Televizorius TCL 55 NXTFrame – 4K QLED Google TV,799.99,TCL,"4K

3840 x 2160","85"" 40 - 43",„GoogleTV“ (ATV 12.0)
658,Sony BRAVIA 7 K-85XR70 QLED (XR l Mini LED) 4K HDR išmanusis televizorius,2513.90,Sony,4K,127 cm (50 colių),WebOS
659,"Televizorius Smart TV LG 50UR78006LK 50"" LED 4K Ultra HD",553.49,LG,,,
660,Televizorius Samsung 2018 TV/LFD nuotolinio valdymo pultas,82.99,Samsung,"4K

3840 x 2160",75,Saphi
661,Televizorius Manta 75LUW121D,1379.99,,4K,43,Android
662,Televizorius Manta 43LUA120D,333.12,,"3840 x 2160

4K",65,Saphi
663,Televizorius Manta 65LUW121D LED 65'' 4K Ultra HD WebOS,982.96,,"3840 x 2160

4K",55,Android
664,"TV Kiano Elegance 55"" 4K, D-LED, Android 11, DVB-T2",341.80,Kiano,4K,65 165 cm 65'',Android
665,Televizorius Aiwa LED657UHD LED 65'' 4K Ultra HD Android,842.56,Aiwa,HD Ready,39 39'' 98 cm,Android
666,Televizorius Manta 39LHA120TP,234.28,Manta,"4K
3840 x 2160",126 cm (50 colių),Android
667,Televizorius Hyundai ULX50359GSMART,339.99,Hyundai,"4K

3840 x 2160",55,
668,"Televizorius Sharp 55FN2EA, 139.7 cm (55""), 3840 x 2160 pikselių, LED, Smart TV, Wi-Fi, Juodas",1225.99,Sharp,"3840 x 2160

4K",139 cm (55 colių),WebOS
669,Televizorius LG MPN,932.70,LG,"4K

3840 x 2160",75,
670,Televizorius LG 75'' NANO 81 – 4K TV (2024),879.63,LG,4K,43,webOS
671,"Televizorius|LG|43""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|43UP751C",285.76,,UHD 3840 x 2160,50 50,„Google TV“ / „Android 12“.
672,"Televizorius|THOMSON|50""|4K/Smart|QLED|3840x2160|Bluetooth|Google TV|50QG5C14",339.99,Thomson,"4K

3840 x 2160",55,
673,Televizorius Hisense 55A7KQ,374.70,Hisense,"3840 x 2160

4K",43,
674,"Televizorius SAMSUNG 43"" DU8005 4K Smart TV 2024 LED 60Hz MIRRORING LED 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 ARC HDR10+ DVB-T2C VESA200x200",565.99,Samsung,4K,"55""",webOS
675,"Televizorius|LG|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|55UR781C0LK",1509.99,LG,"4K

3840 x 2160",55,
676,Televizorius LG 55'' UT81 – 4K LED TV,469.99,LG,,,
677,"„Samsung Remote Smart Control 2020“ televizorius, 21",64.99,Samsung,"3840 x 2160

4K",55,
678,Televizorius Samsung GU55DU8079UXZG LED 55'' 4K Ultra HD Tizen,619.99,Samsung,"4K
3840 x 2160",127 cm (50 colių),Android
679,Televizorius Hyundai QLX50840GSMART,409.99,Hyundai,Full HD,100 cm (40 colių),Android
680,Televizorius JVC MPN,269.99,JVC,"4K

3840 x 2160",77,webOS
681,"Televizorius TV LG 77""",2645.99,LG,"4K
3840 x 2160",139 cm (55 colių),Google TV
682,Televizorius JVC MPN,955.99,JVC,4K,75,Tizenas
683,Televizorius Samsung QE75Q67DAUXXH,869.99,Samsung,4K,127 cm (50 colių),Google TV
684,"Televizorius CHiQ U50QM8E TV 50"", UHD, QLED, išmanusis, ""Google TV"", dbx-tv, ""Dolby Audio"", be rėmelių",468.90,Chiq,HD 1366 x 768,32 32,„Google TV“ / „Android 12“.
685,"Televizorius THOMSON 32"" HD GOOGLE SMART TV",169.99,Thomson,4K,108 cm (43 colių),Google TV
686,"Televizorius CHiQ U43QM8E TV 43"", QLED, ""Google TV"", be rėmelių, ""Dolby Audio"", dbx-tv, naujas pjedestalo dizainas",378.90,Chiq,,,
687,"Televizorius Xiaomi | A Pro | 43"" (108 cm) | Smart TV | Google TV | 4K UHD | Juodas | PAŽEISTA PAKUOTĖ, SCRATCHED ON FRAME, REMOTE CONTROL AND LEG, MISSING SCREWS",254.25,Xiaomi,4K,75,
688,Televizorius PHILIPS 75PML8709/12,959.89,Philips,4K,"85 85"" 60 - 65",VIDAA U7
689,"Televizorius Hisense Smart TV Hisense 85U7KQ 4K Ultra HD 85"" ULED AMD FreeSync",1618.11,Hisense,4K,,
690,TCL C845 55 4K QLED mini LED „Google“ televizorius,702.74,TCL,4K,"55""",Tizen
691,"Samsung Televizorius hotelowy 55 cali HCU7000 UHD 3840x2160 DVB-T2CS2, BT Audio, Smart, LYNK CLOUD 3Y On-site (HG55CU700EUXEN)",622.63,Samsung,4K,65,Neturi
692,Televizorius Elit Q-6522UHDTS2 QLED,540.98,,"4K

3840 x 2160",85,
693,TCL 85 C655 – 4K QLED Google TV,1236.59,TCL,4K,"43 43""",VIDAA OS VIDAA U7.6
694,"Televizorius Hisense QLED Smart TV | 43E7NQ | 43"" | Smart TV | VIDAA OS | UHD | Juodas",396.75,Hisense,4K,139 cm (55 colių),Google TV
695,"Televizorius CHiQ U55QM8E TV 55"", UHD, QLED, išmanusis, ""Google TV"", dbx-tv, ""Dolby Audio"", be rėmelių",499.99,Chiq,4K,"55""",Tizen
696,"Televizorius SAMSUNG 55"" HOTEL TV 55AU8000 UHD DVB-T2/C/S2.",573.10,Samsung,4K,,
697,Televizorius LG UR7300 65 4K LED TV,629.99,LG,4K,43,
698,Televizorius Samsung UE43AU7092 43 4K Ultra HD LED TV,308.90,Samsung,4K,"50 50"" 40 - 43",webOS WebOS
699,Televizorius LG 50UT73003LA | 50 | Smart TV | webOS24 | UHD | Juodas,331.88,LG,4K,"65 65"" 60 - 65",VIDAA U7.6
700,"Televizorius HISENSE 65"" MiniLED",891.43,Hisense,3840 x 2160,"65 65""",Titan OS
701,Philips 4K Ambilight televizorius | 65OLED769/12 | 65 | Smart TV | TITANAS | UHD OLED,1300.74,Philips,4K,"50""",VIDAA OS
702,"Kruger & Matz 50"" UHD išmanusis DVB-T2/S2 H.265 Hevc televizorius VIDAA",319.99,Kruger & Matz,3840 x 2160,75,Android
703,"„Philips“ 75 colių verslo televizorius, 4K UHD, įtaisytas „Chromecast“, „Google Play“ parduotuvė, DVB-C/T/T2 Imtuvas, HDMI, planuoklis, automatinis įjungimas / išjungimas, „Crestron Connected Certified v2“, suderinamas su „Neets“ / „Extron“, „CMND Create & Contro“",1852.35,Philips,"4K

3840 x 2160","65""",
704,"Philips 65 colių televizorius, LED 65pus8009/12",849.99,Philips,HD Ready,"24""",
705,Finlux Televizorius LED 24 cale 24FHH4121,102.99,Finlux,4K,55,Android
706,Philips LED Ambilight televizorius | 55PUS8919/12 | 55 | Smart TV | Titanas | 4K UHD | Pilkas,708.90,Philips,3840 x 2160,55,Android
707,"Televizorius|PHILIPS|55""|OLED/4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Titan OS|55OLED769/12",977.90,Philips,"4K

3840 x 2160","55""",
708,Philips Televizorius 55 cali MINI LED 55PML8709/12,999.99,Philips,"4K

3840 x 2160","55""",
709,"Televizorius|TOSHIBA|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Android TV|Juodas|55QV2463DG",415.99,Toshiba,"3840 x 2160

4K","55""",
710,Philips Televizorius LED 55 cali 55PUS8009/12,659.99,Philips,4K,50,Android
711,Televizorius NOKIA 50? UHD ANDROID SMART TV (2023),655.99,,HD Ready,"32""",
712,Televizorius Sencor SLE 3230TCS LED 32'' HD Ready,185.99,Sencor,HD Ready,"24""",
713,"Televizorius TV Sencor SLE 2472TCS LED 24 """" HD paruoštas",134.91,Sencor,3840x2160 4K,50,Android Android TV
714,"Televizorius|TOSHIBA|50""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Android|Juodas|50UA5D63DG",355.13,Toshiba,4K,"50""",
715,"Televizorius Kruger & Matz 50"" UHD Google TV DVB-T2/T/C H.265 HEVC TV",319.99,Kruger & Matz,4K,75'',VIDAA OS
716,"Televizorius HISENSE TV 75"" 75U6NQ MiniLED 4K VIDEO Dolby Atmos Dolby Vision HDMI",1131.34,Hisense,4K,"75 75""",VIDAA OS VIDAA U7.6
717,"Televizorius Hisense UHD Smart TV | 75A6N | 75"" | Smart TV | VIDAA OS | UHD | Juodas",651.95,Hisense,,40,Android
718,Televizorius Elit A-4023ST2,265.99,Elit,,,
719,"Televizorius Philips LED TV 32"" 32PHS5527/12 1366 x768p Pixel Plus HD 2xHDMI 1xUSB AVI/MKV DVB-T/T2/T2-HD/C/S/S2, 10W",159.99,Philips,Full HD,24,
720,Televizorius Elit V-4024FHDTS2,219.99,Elit,Full HD,32,
721,JVC LT32VDF5300 FHD SMART televizorius,215.99,JVC,,75,VIDAA
722,"Televizorius TV HISENSE 75"" MiniLED",2039.99,Hisense,,,
723,"Televizorius ViewSonic 27"" 16:9 2560 x 1440 QHD frameless SuperClear IPS LED",489.99,ViewSonic,Full HD,32,Android
724,ProCaster 32SL702WH 32 Full HD Android LED televizorius,165.99,Procaster,"3840 x 2160
4K",127 cm (50 colių),Android
725,Televizorius GoGEN TVQ50X852GWEB,389.99,GoGen,Full HD,32,Android
726,Televizorius Manta 32LHA123E,159.99,Manta,HD Ready,32,Neturi
727,Televizorius Elit S-3221HST2,170.84,,,86.0,
728,"Televizorius TV LG 86UR640S3ZD LCD 86 ""4K Ultra HD WebOS 6.0",2979.99,LG,,,
729,"Televizorius Coreparts Lempa MicroLamp į BenQ, 200W (ML10401)",219.99,Coreparts,"4K

3840 x 2160",,
730,Televizorius Samsung 43 DU7172 – 4K LED TV,345.99,Samsung,"4K

3840 x 2160",75,
731,Televizorius LG 75'' UT81 – 4K LED TV,899.99,LG,"4K

3840 x 2160",,
732,Televizorius Samsung 65 QE1D – 4K QLED TV,749.99,Samsung,4K,75,
733,"Televizorius LG 75UR76006LL 190cm 75"" 4K LED Smart TV Fernseher",809.99,LG,Full HD,,
734,Televizorius Philips 43HFL3014/12 LED 43'' Full HD,689.99,Philips,,32'' 20 - 26,Nėra
735,JVC LT32VH4300 televizorius,141.99,JVC,"3840 x 2160

4K",,
736,"Televizorius Sharp 43GR8265E | 43"" | Smart TV | Google TV | 4K Ultra HD",409.99,Sharp,"3840 x 2160

4K",65,
737,Televizorius Sharp 65GR8265E | 65 | Smart TV | Google TV | UHD,765.99,Sharp,"3840 x 2160

4K",,
738,"Televizorius|PHILIPS|43""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Titan OS|43PUS8209/12",359.99,Philips,"4K
3840 x 2160",165 cm (65 coliai),Android
739,Televizorius Hyundai QLX65840GSMART,575.99,Hyundai,"3840 x 2160

4K",138 cm (55 coliai),WebOS
740,Televizorius LG MPN,579.99,LG,"4K

3840 x 2160",189 cm (75 colių),WebOS
741,Televizorius LG MPN,1095.99,LG,"4K

3840 x 2160",100 cm (40 colių),Google TV
742,Televizorius TCL MPN,769.99,TCL,"4K

3840 x 2160","195 cm (77"")",WebOS
743,Televizorius LG MPN,3209.99,LG,"4K

3840 x 2160",126 cm (50 colių),WebOS
744,Televizorius LG MPN,715.99,LG,"4K

3840 x 2160",106 cm (42 coliai),WebOS
745,Televizorius LG MPN,1065.99,LG,"4K

3840 x 2160",189 cm (75 colių),WebOS
746,Televizorius LG MPN,1539.99,LG,"4K

3840 x 2160",75,
747,Televizorius Philips 75PUS8079/12,946.05,Philips,,,
748,Televizorius Sony DEMO,229.99,Sony,4K,75,
749,Philips PUS8108 75 4K LED Ambilight televizorius,949.99,Philips,UHD 4K (3840 x 2160),55 138,Tizen
750,"televizorius Samsung 55""",1715.99,Samsung,1920 x 1080 (Full HD) 1920 x 1080,43 coliai (108 cm) 43,Android Android
751,"Televizorius ORAVA LT-ANDR43 43"" FULL HD ANDROID SMART, LED",269.99,Orava,Full HD,"40 40"" 40 - 43",VIDAA OS VIDAA U7
752,HISENSE 40A4N 40 colių FHD Smart TV 60Hz 2xUSB,230.67,Hisense,HD Ready,32,Android
753,Sony KD-32W800 HD paruoštas Android LED televizorius,309.99,Sony,"4K

3840 x 2160",50,
754,„Philips 50PUS8309“ 126 cm 50 colių 4K LED „Ambilight“ išmanusis televizorius,479.99,Philips,4K,"65 65"" 40 - 43",webOS WebOS
755,"Televizorius|LG|65""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|WebOS|65QNED863RE",1077.65,LG,"4K

3840 x 2160",189 cm (75 colių),Google TV
756,"Televizorius Televizor TCL QLED 75T8B, 189 cm, Smart Google TV, 4K Ultra HD, 100Hz, Clasa F (Model 2024)",1085.99,TCL,Full HD,100 cm (40 colių),pritaikyta OS
757,"Televizorius 40"" GoGEN TVF 40P420T STWEB",229.99,GoGen,"3840 x 2160
4K",164 cm (65 coliai),WebOS
758,Televizorius Sencor SLE 65Q870TCSB QLED 65'' 4K Ultra HD WebOS,739.99,Sencor,"4K

3840 x 2160",,
759,Televizorius Samsung 75 Q77D – 4K QLED TV,1159.13,Samsung,4K,,
760,Televizorius LG UR8100 65 4K LED TV,572.15,LG,4K,65,
761,LG 65NANO76 65 4K NanoCell televizorius,578.90,LG,"3840 x 2160
4K",164 cm (65 coliai),Android
762,Televizorius GoGEN TVQ65X852GWEB,648.90,GoGen,,55,webOS
763,"Televizorius TV LG 55"" QNED",629.99,LG,"4K

3840 x 2160",65,
764,„Philips The Xtra 65 PML9009“ – 4K QD mini LED „Ambilight“ televizorius,1275.99,Philips,"4K
3840 x 2160",,
765,Televizorius Philips 50HFL5214U/12 LED 50'' 4K Ultra HD Android,1023.66,Philips,1920 x 1080,55,
766,"Televizorius LG 55VL5PJ-A 55 colių FHD IPS 500 NITS 24/7 VIDEOSIENĖ 3,5 mm BEZEL SOC",1816.87,,Full HD,43 109 cm 43'',
767,Televizorius Sencor SLE 43F18TCS LED 43'' Full HD,309.99,Sencor,"3840 x 2160

4K",,
768,"Televizorius|PHILIPS|50""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Titan OS|50PUS8209/12",407.97,Philips,Full HD,81 cm (32 coliai) 32,Android
769,Televizorius TCL MPN,278.09,TCL,4K,,
770,Samsung LS03BG 85 Frame 4K QLED televizorius,2105.99,Samsung,"4K

3840 x 2160",,
771,Televizorius Samsung QN95C 65 4K Neo QLED TV,1635.86,Samsung,"3840 x 2160

4K","75""",VIDAA U7.6
772,Televizorius Hisense 75E7NQ PRO,1053.20,Hisense,"3840 x 2160

4K",50,
773,Televizorius SAMSUNG 50inch DU8005 4K Smart TV 2024 LED 60Hz MIRRORING LED 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 ARC HDR10+ DVB-T2C VESA200x200,849.99,Samsung,"3840 x 2160

4K",55,
774,"Televizorius Sharp 55"" GOOGLE TV 4K",1339.99,Sharp,"4K

3840 x 2160",214 cm (85 colių),Google TV
775,Televizorius TCL MPN,1359.09,TCL,"4K
3840 x 2160",139 cm (55 colių),WebOS
776,Televizorius Sencor SLE 55Q870TCSB QLED 55'' 4K Ultra HD WebOS,549.99,Sencor,4K,65,
777,TCL C855 Premium QD-Mini LED 4K televizorius (65C855),1188.85,TCL,"4K

3840 x 2160","55 55""",„GoogleTV“ (ATV 11.0)
778,Televizorius UD 55QGU7210S,395.99,UD,1024 x 600,10,
779,"Televizorius Portable grotuvas Sencor VC 7012T LCD 10 ""'",143.09,Sencor,Full HD,43,Android
780,"Televizorius TV Set|DAHUA|43""|Smart|1920x1080|Android TV|Juodas|DHI-LTV43-SD200",205.99,Dahua,UHD 4K (3840 x 2160),65 163,Tizen
781,"Televizorius|SAMSUNG|65""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Tizen|Juodas|QE65QN95DATXXH",2374.15,Samsung,4K,43 108 cm 43'',webOS
782,Televizorius Manta 43LUW121D LED 43'' 4K Ultra HD WebOS,331.77,Manta,Full HD,"109 cm (43"")",pritaikyta OS
783,GoGEN televizorius TVF 43M340 STWEB LED 43'' Full HD,266.80,GoGen,"4K
3840 x 2160",75,Android
784,SONY K75XR70PAEP LCD televizorius,2205.99,Sony,UHD 3840 x 2160,55 55,„Google TV“ / „Android 12“.
785,"Televizorius THOMSON 55"" UHD GOOGLE SMART TV",435.99,Thomson,3840 x 2160,55,Android
786,PHILIPS 55BFL2214 55 colių UHD 350 NITS 16/7 DVB-T/T2/C ANDROID televizorius,1005.86,,"3840 x 2160

4K",75,
787,Televizorius SAMSUNG 75inch DU8005 4K Smart TV 2024 LED MIRRORING LED 60Hz 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 ARC HDR10+ DVB-T2C VESA400x400,1379.99,Samsung,"3840 x 2160

4K",55,
788,"Televizorius Sony 55"" BRAVIA 8 OLED 4K su imtuvu, įskaitant 3 metų PrimeSupport - ES versija",2886.70,Sony,"3840 x 2160

4K",75,
789,"Televizorius Sony 75"" BRAVIA 9 QLED 4K XR Mini-LED su imtuvu, įskaitant 3 metų PrimeSupport - ES versija",5289.90,Sony,"3840 x 2160

4K",48,
790,"Philips 48OLED809 121cm 48"" OLED 4K Amilight Smart TV televizorius",1459.99,Philips,Full HD,81 cm (32 coliai),pritaikyta OS
791,Televizorius Hyundai FLM32TS349SMART,189.99,Hyundai,Full HD,"43 43""",Android TV
792,"Televizorius TV Set|DAHUA|43""|Smart|1920x1080|Android TV|Juodas|DHI-LTV43-SDB200",209.99,Dahua,HD Ready,100 cm (40 colių),Android
793,Televizorius GoGEN TVH32A330,171.80,GoGen,HD Ready,81 cm (32 coliai),Google TV
794,"Televizorius CHiQ L32H7G TV 32"", HD, išmanusis, ""Google TV"", dbx-tv, ""Dolby Audio"", be rėmelių",189.99,Chiq,4K,"65 65""",Google TV
795,"Televizorius|PANASONIC|65""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Google TV|TX-65MX700E",636.76,Panasonic,1366 x 768 (HD paruoštas) 1366 x 768,24 colių (60 cm) 24,Pasirinktinė OS
796,Televizorius Lenco Lenco DVL-2483BK,359.99,Lenco,1366 x 768 (HD paruoštas) 1366 x 768,24,Linux Android
797,"Televizorius Xoro HTL 2477, 23,6"" (59,9cm) Smart HD Fernseher",196.60,Xoro,4K,"50 50""",VIDAA OS VIDAA U7.6
798,Televizorius HISENSE 50A6N 50 colių UHD Smart TV 60Hz 2xUSB,304.62,Hisense,"3840 x 2160

4K",77,
799,"Televizorius Sony 77"" BRAVIA 8 OLED 4K su imtuvu, įskaitant 3 metų PrimeSupport - ES versija",5485.28,Sony,4K,"50 50"" 40 - 43",webOS WebOS
800,Televizorius LG 50UT81003LA,397.41,LG,4K,189 cm (75 colių),Tizenas
801,SAMSUNG QE75QN90DATXXH 75 colių televizorius,1865.72,Samsung,4K,65,
802,"Televizorius|PANASONIC|65""|OLED/4K/Smart|3840x2160|Belaidis LAN|Bluetooth|TX-65MZ2000E",2882.59,Panasonic,4K,139 cm (55 colių),pritaikyta OS
803,"Televizorius TV Set|PANASONIC|55""|OLED/4K/Smart|3840x2160|Wireless LAN|Bluetooth|TX-55MZ1500E",1744.72,Panasonic,"4K

3840 x 2160",,Android
804,Televizorius Elit QA-6524UHDTS2,561.65,Elit,Full HD,32 32'',Titan OS
805,Televizorius Philips 32PFS6939/12,259.99,Philips,HD Ready,24,
806,Televizorius OPTICUM LE- 24Z1,193.70,Opticum,UHD 4K (3840 x 2160),75 189,Tizen
807,"Televizorius|SAMSUNG|75""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Tizen|Juodas|QE75LS03DAUXXH",1598.56,Samsung,8K (7680 x 4320),65 163,Tizen
808,"Televizorius|SAMSUNG|65""|8K/Smart|QLED|7680x4320|Belaidis LAN|Bluetooth|Tizen|QE65QN800DTXXH",1826.62,Samsung,,"60 cm (24"")",Android
809,Televizorius JVC MPN,185.99,JVC,"4K

3840 x 2160",42,webOS
810,"Televizorius TV LG 42""",1075.99,LG,,,
811,Philips Televizorius 55 cali oled 55oled909/12,2709.99,Philips,4K,164 cm (65 coliai),Tizenas
812,SAMSUNG QE65QN90DATXXH 65 colių televizorius,1265.99,Samsung,4K,50,
813,"Televizorius TV Set|PHILIPS|50""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|Titan OS|Juodas|50PUS8319/12",407.44,Philips,"4K
3840 x 2160",65,Android
814,SONY K65XR70PAEP LCD televizorius,1785,Sony,4K,139 cm (55 colių),Android
815,Televizorius GoGEN TVU55X350GWEB,419.99,GoGen,,"60 cm (24"")",Android
816,Televizorius Hyundai HLA24354,165.99,Hyundai,Full HD,100 cm (40 colių) 32,Android
817,Televizorius TCL MPN,337.49,TCL,"4K

3840 x 2160",126 cm (50 colių),WebOS
818,Televizorius LG MPN,459.99,LG,4K,50,
819,"Televizorius|PANASONIC|50""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Google TV|TX-50MX700E",422.40,Panasonic,"4K
3840 x 2160 3840x2160","70 70"" 70""",
820,Televizorius KIVI 70U760QB,565.69,Kivi,4K,"50 50"" 40 - 43",Tizen Tizen™
821,SAMSUNG UE50DU8072UXXH 50 colių televizorius,390.44,Samsung,4K,43,Tizen
822,"Televizorius SAMSUNG HOTEL TV 43"" 43AU8000 UHD DVB-T2/C/S2_",399.99,,4K,43,
823,Televizorius SAMSUNG 43 colių HOTEL TV HG43BU800 UHD DVB-T2/C/S2 SMART TV,459.78,,4K,"55 140 cm, 108 cm 55'', 43''",Tizen
824,"Televizorius SAMSUNG 55"" HOTEL TV HG55BU800 UHD DVB-T2/C/S2 SMART TV",610.49,Samsung,HD Ready,43,
825,"43 colių televizorius Blaupunkt 43QBG7000S 4K Ultra HD QLED, GoogleTV, Dolby Atmos, WiFi 2,4-5GHz, BT,, juoda",275.99,Blaupunkt,3840 x 2160,"55 55""",VIDAA OS VIDAA U7.6
826,"Televizorius Hisense Mini LED Smart TV | 55U6NQ | 55"" | Smart TV | VIDAA OS | UHD | Juodas",489.99,Hisense,3840 x 2160,50,
827,"Televizorius Sony FWD- 50X80L LED 50 ""4K Ultra HD Google TV",1289.99,Sony,4K,75'',
828,"Televizorius|TCL|75""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Google TV|75V6B",653.10,TCL,4K,43,Android
