id,price,brand,brandI,Amortizatoriai galiniai:,Balnelis:,Diskiniai stabdžiai:,Dviračių tipai:,Galinis permetėjas:,Kategorija:,Licencijos (filmukų herojai):,Padangos:,Pakuotė:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pardavėjas:,Pavarų perjungimo rankenėlė:,Pavarų skaičius:,Pedalai:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinis permetėjas:,Ratlankiai:,Ratų skersmuo:,Rekomend. amžius nuo:,Rekomenduojamas ūgis:,Rėmas:,Rėmo dydis:,Rūšis:,Skirta:,Stabdžių sistema:,Svoris:,Visos šio ženklo prekės:,Šakė:
1466,349.0,Kross,"Kalnų dviračiai Kross 26"", juodas",Nenurodyta,,,Kalnų,Shimano Tourney TZ-500,Dviračiai,,,,"1,4 x 0,85 x 0,21 m, 13,7 kg",,Sport On,Nenurodyta,21,,64604133,1 vnt.,Kross,Nenurodyta,Nenurodyta,"26 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1467,349.0,Kross,"Kalnų dviratis Kross 26"", mėlynas",Nenurodyta,,,Kalnų,Shimano Tourney TZ-500,Dviračiai,,,,"1,4 x 0,85 x 0,21 m, 13,6 kg",,"Pro Baltic, 					            Sport On",Nenurodyta,21,,64604183,1 vnt.,Kross,Nenurodyta,Nenurodyta,"26 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1468,359.0,Kross,"Kalnų dviratis Kross 26"", juodas",Nenurodyta,,,Kalnų,Shimano Altus M310,Dviračiai,,,,"1,44 x 0,21 x 0,89 m, 14,25 kg",,Sport On,Nenurodyta,21,,64604273,1 vnt.,Kross,Nenurodyta,Nenurodyta,"27 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1469,359.0,Kross,"Kalnų dviratis Kross 26"", juodas",Nenurodyta,,,Kalnų,Shimano Altus M310,Dviračiai,,,,"1,4 x 0,21 x 0,85 m, 14,17 kg",,Sport On,Nenurodyta,21,,64604328,1 vnt.,Kross,Nenurodyta,Nenurodyta,"27 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1470,384.88,,"KROSS Hexagon 3.0 nbl-ora-whi m kalnų (MTB) dviratis (27.5"") - M dydis",Nenurodyta,Yibotong YBT-K610F046,,Kalnų,Nenurodyta,Dviračiai,,Wanda P1255 27.5X2.1,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Nenurodyta,21,FP-804,64604363,1 vnt.,Nenurodyta,Nenurodyta,Nenurodyta,"27 """,,100-105 cm,Aliuminis,26 cm,"Nenurodyta, kalnų dviračiai",Universalus,Nenurodyta,- kg,Visos Nenurodyta prekės,Nenurodyta
1471,479.0,Kross,"Kalnų dviratis Kross 27,5"", juodas",Nenurodyta,,,Kalnų,SHIMANO ACERA M360,Dviračiai,,,,"1,45 x 0,85 x 0,24 m, 14,62 kg",,Sport On,Nenurodyta,24,,64604488,1 vnt.,Kross,Nenurodyta,Nenurodyta,"27.5 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,Diskiniai,- kg,Visos Kross prekės,SR Suntour
1472,495.0,Kross,"Kalnų dviratis Kross 27,5"", juodas",Nenurodyta,,,Kalnų,SHIMANO ACERA M360,Dviračiai,,,,"1,45 x 0,85 x 0,24 m, 14,72 kg",,Sport On,Nenurodyta,24,,64604533,1 vnt.,Kross,Nenurodyta,Nenurodyta,"27.5 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,Diskiniai,- kg,Visos Kross prekės,SR Suntour
1473,395.0,Kross,"Kalnų dviratis Kross 27"", baltas",Nenurodyta,,,Kalnų,Sunrace RDM36,Dviračiai,,,,"1,4 x 0,85 x 0,21 m, 14,4 kg",,Sport On,Nenurodyta,21,,64604828,1 vnt.,Kross,Nenurodyta,Nenurodyta,"27 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1474,559.0,Kross,"Kalnų dviratis Kross 29"", juodas",Nenurodyta,,,Kalnų,Shimano Alivio M3100,Dviračiai,,,,"1,47 x 0,81 x 0,24 m, 14,32 kg",,Sport On,Nenurodyta,18,,64604948,1 vnt.,Kross,Nenurodyta,Nenurodyta,"29 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,Diskiniai,- kg,Visos Kross prekės,Nenurodyta
1475,285.0,Kross,"Kalnų dviratis Kross 20"", geltonas",Nenurodyta,,,Kalnų,Shimano TY 21,Dviračiai,,,,"1,15 x 0,59 x 0,25 m, 11,5 kg",,Sport On,Nenurodyta,6,,64605293,1 vnt.,Kross,Nėra,Nenurodyta,"20 """,,100-105 cm,Aliuminis,20 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1476,339.0,Kross,"Kalnų dviratis Kross 26"", juodas",Nenurodyta,,,Kalnų,Shimano Tourney,Dviračiai,,,,"1,4 x 0,85 x 0,21 m, 13,59 kg",,Sport On,Nenurodyta,21,,64605513,1 vnt.,Kross,Nenurodyta,Nenurodyta,"26 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1477,339.0,Kross,"Kalnų dviratis Kross 26"", juodas",Nėra,,,Kalnų,Shimano Tourney,Dviračiai,,,,"1,4 x 0,85 x 0,21 m, 13,5 kg",,Sport On,Nenurodyta,21,,64605538,1 vnt.,Kross,Nenurodyta,Nenurodyta,"26 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1478,375.0,Kross,"Kalnų dviratis Kross 26, juodas",Nėra,,,Kalnų,Shimano Tourney TZ-500,Dviračiai,,,,"1,37 x 0,21 x 0,83 m, 13,45 kg",,Sport On,Nenurodyta,21,,64605553,1 vnt.,Kross,Nenurodyta,Nenurodyta,"26 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1479,375.0,Kross,"Kalnų dviratis Kross 26"", baltas",Nėra,,,Kalnų,Shimano Tourney TZ-500,Dviračiai,,,,"1,37 x 0,21 x 0,83 m, 13,25 kg",,Sport On,Nenurodyta,21,,64605563,1 vnt.,Kross,Nenurodyta,Nenurodyta,"26 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1480,390.0,Kross,"Kalnų dviratis Kross 27.5"", juodas",Nėra,,,Kalnų,Shimano Tourney TY-300,Dviračiai,,,,"1,4 x 0,21 x 0,85 m, 14,6 kg",,"Pro Baltic, 					            Sport On",Nenurodyta,21,,64605603,1 vnt.,Kross,Nenurodyta,Nenurodyta,"27.5 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Nenurodyta
1481,539.0,Kross,"Kalnų dviratis Kross Lea 6.0, 29"", S, juodas",Nenurodyta,,,Kalnų,Nenurodyta,Dviračiai,,,,"1,45 x 0,24 x 0,85 m, 14,8 kg",,Sport On,Nenurodyta,24,,64605738,1 vnt.,Kross,Nenurodyta,Nenurodyta,"29 """,,150-168 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,Nenurodyta,14.8 kg,Visos Kross prekės,Nenurodyta
1482,399.0,LE GRAND,"Miesto dviratis Le Grand Lille 3, 26"", M, rožinis",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,24 x 0,85 m, 16 kg",,"Sport On, 					            Minced",SHIMANO,6,,64606798,1 vnt.,LE GRAND,Nenurodyta,Nenurodyta,"26 """,,165-178 cm,Aliuminis,26 cm,"LE GRAND, miesto dviračiai",Moterims,V-Brake,- kg,Visos LE GRAND prekės,Plienas
1483,459.0,Kross,"Kalnų dviratis Kross 28'', rudas",Nenurodyta,,,Kalnų,Shimano Tourney TY-510,Dviračiai,,,,"1,44 x 0,89 x 0,21 m, 16,65 kg",,Sport On,Nenurodyta,21,,64607898,1 vnt.,Kross,Nenurodyta,Nenurodyta,"28 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Aliuminis
1484,459.0,Kross,"Kalnų dviratis Kross 28'', raudonas",Nėra,,,Kalnų,Shimano Tourney,Dviračiai,,,,"1,44 x 0,89 x 0,21 m, 16,65 kg",,Sport On,Nenurodyta,21,,64607928,1 vnt.,Kross,Nenurodyta,Nenurodyta,"28 """,,100-105 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Aliuminis
1485,499.0,Kross,"Kalnų dviratis Kross 28"", mėlynas",Nėra,,,Kalnų,Shimano Tourney,Dviračiai,,,,"1,44 x 0,89 x 0,21 m, 16,65 kg",,"Pro Baltic, 					            Sport On",Nenurodyta,21,,64607938,1 vnt.,Kross,Nenurodyta,Nenurodyta,"28 """,,100-110 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Kross prekės,Aliuminis
1486,599.0,Kross,"Kalnų dviratis Kross 28'', rudas",Nėra,,,Fatbike,Shimano Tourney,Dviračiai,,,,"1,44 x 0,89 x 0,21 m, 17,26 kg",,Sport On,Nenurodyta,24,,64607998,1 vnt.,Kross,Nenurodyta,Nenurodyta,"26 """,,100-105 cm,Aliuminis,26 cm,"Kross, fatbike dviračiai",Universalus,Shimano MT-200,17.2 kg,Visos Kross prekės,Aliuminis
1487,889.0,Cube,"Dviratis Cube Access WS Pro 27.5"" 2023, šviesiai rožinis",Nenurodyta,Natural Fit Venec Lite WS,Taip,Kalnų,"Shimano RD-M3100-SGS, 9-pavarų",Dviračiai,,"Schwalbe Smart Sam, Active",140x24x78 cm,"1,4 x 0,24 x 0,78 m, 16,75 kg",,Biketek,"Shimano SL-M2010-9R, Rapidfire-Plus",18,CUBE MTB,67434401,1 vnt.,Cube,Nenurodyta,"CUBE ZX20, 32H, Disc","27.5 """,,"150-165 cm, 					            170-180 cm",Aliuminis,14 cm,"Cube, kalnų dviračiai",Moterims,Clarks M2,13.8 kg,Visos Cube prekės,SR Suntour XCM Disc
1488,529.0,Revelo,"Kalnų dviratis Revelo 28"", pilkas",Nenurodyta,,,Kalnų,S-Ride RDM300,Dviračiai,,,,"1,8 x 1,2 x 0,4 m, 16 kg",,Sport On,Nenurodyta,24,,67578416,1 vnt.,Revelo,Nenurodyta,Nenurodyta,"28 """,,"100-105 cm, 					            170-180 cm",Aliuminis,26 cm,"Revelo, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Revelo prekės,Nenurodyta
1489,529.0,Revelo,"Kalnų dviratis Revelo 28"", pilkas",Nenurodyta,,,Kalnų,S-Ride RDM300,Dviračiai,,,,"1,8 x 1,2 x 0,4 m, 16 kg",,Sport On,Nenurodyta,24,,67578426,1 vnt.,Revelo,Nenurodyta,Nenurodyta,"28 """,,"100-105 cm, 					            180-190 cm",Aliuminis,26 cm,"Revelo, kalnų dviračiai",Universalus,V-Brake,- kg,Visos Revelo prekės,Nenurodyta
1490,459.0,,"Dviratis, rožinis",Nenurodyta,,,Kalnų,Nenurodyta,Dviračiai,,,,"1,8 x 1,2 x 0,4 m, 15 kg",,Sport On,Nenurodyta,8,,67578521,1 vnt.,Nenurodyta,Nenurodyta,Nenurodyta,"27.5 """,,170-180 cm,Nenurodyta,26 cm,"Nenurodyta, kalnų dviračiai",Universalus,Nenurodyta,- kg,Visos Nenurodyta prekės,"Zoom 565 disc, 100 mm"
1491,495.0,Troy,"Miesto dviratis Troy 27 "", mėlynas",Yra,,,Miesto,S-Ride RDM300,Dviračiai,,,,"1,8 x 1,2 x 0,4 m, 15 kg",,Sport On,1,10,,67578626,1 vnt.,Troy,Nenurodyta,-,"11 """,,170-180 cm,Aliuminis,10 cm,"Troy, miesto dviračiai",Universalus,Clarks M2,- kg,Visos Troy prekės,Nenurodyta
1492,295.0,Kross,"Kalnų dviratis Kross 26"", juodas",Nėra,,,Kalnų,SHIMANO Tourney TX800,Dviračiai,,,,"1,4 x 0,85 x 0,21 m, 13,8 kg",,Sport On,Shimano SIS,21,,67647206,1 vnt.,Kross,Nenurodyta,26,"26 """,,175-185 cm,Aliuminis,19 cm,"Kross, kalnų dviračiai",Vyrams,V-Brake,13.8 kg,Visos Kross prekės,ZOOM amortizuojanti
1493,449.0,Kross,"Kalnų dviratis Kross 26"", juodas",Nėra,,,Kalnų,SHIMANO ACERA M360,Dviračiai,,,,"1,4 x 0,85 x 0,24 m, 14,28 kg",,Sport On,Shimano ST-EF505,24,,67696001,1 vnt.,Kross,Nenurodyta,27.5,"27.5 """,,160-165 cm,Aliuminis,26 cm,"Kross, kalnų dviračiai",Vyrams,Diskiniai hidrauliniai,14.2 kg,Visos Kross prekės,Aliuminis
1494,274.75,Tabou,"Vaikiškas dvuratis Tabou 16"", įvairių spalvų",Nėra,,,Vaikiški,TORPEDO,Dviračiai,,,,"0,12 x 0,22 x 0,33 m, 1 kg",,sporti,Nenurodyta,Nenurodyta,,67839206,1 vnt.,Tabou,Nenurodyta,"16"" aliumininiai","18 """,,113-140 cm,Aliuminis,16 cm,"Tabou, vaikiški dviračiai",Universalus,V formos stabdžiai,- kg,Visos Tabou prekės,Nenurodyta
1495,519.0,Goetze,"Dviratis Goetze 28 1SP su pintu krepšiu ir įdėklu, rožinis",Nėra,,,Miesto,Nėra,Dviračiai,,,,"1,5 x 0,55 x 0,7 m, 15 kg",,DaviBikes,Nėra,1,,67972876,1 vnt.,Goetze,Nėra,Aliuminiai sustiprinti,"28 """,,160-180 cm,Plieninis,18 cm,"Goetze, miesto dviračiai",Moterims,V-Brake,19 kg,Visos Goetze prekės,Standi
1496,197.9,TomaBike,"Dviratis TOMABIKE 14"" rožinė",Nenurodyta,,,"Miesto, 					            Vaikiški",Nenurodyta,Dviračiai,,,,"0,9 x 0,5 x 0,22 m, 13,1 kg",,PreMarket,Nenurodyta,Nenurodyta,,68148029,1 vnt.,TomaBike,Nenurodyta,14,"14 """,,100-105 cm,Aliuminis,14 cm,"TomaBike, miesto dviračiai,                                                                                             TomaBike, vaikiški dviračiai","Berniukams, 					            Mergaitėms, 					            Universalus",Nenurodyta,- kg,Visos TomaBike prekės,Aliuminis
1497,5565.0,GZR,"Elektrinis dvriatis GZR Heritag-e, 44 cm",Nenurodyta,,,Hibridiniai,SHIMANO,Dviračiai,,,,"1,5 x 0,26 x 0,83 m, 30 kg",,Pigu.lt,SHIMANO,10,,69761541,1 vnt.,GZR,Nenurodyta,Nenurodyta,"29 """,,160-175 cm,Aliuminis,17 cm,"GZR, hibridiniai dviračiai",Universalus,Shimano BR-MT420/MT410,34 kg,Visos GZR prekės,Nenurodyta
1498,1019.0,Kands,"Vyriškas dviratis Kands Avangarde, 182-200 cm, aliuminio rėmas, su amortizatoriumi, 28"" aliumininiai ratai, 27 pavarų Shimano perjungėjas, Juoda",Nėra,,,"Kalnų, 					            Trekking",SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,27,,69873989,1 vnt.,Kands,Nenurodyta,"28"" aliumininiai","28 """,,180-200 cm,Aliuminis,21 cm,"Kands, kalnų dviračiai,                                                                                             Kands, trekking dviračiai",Vyrams,Diskiniai hidrauliniai,16 kg,Visos Kands prekės,Aliuminis
1499,859.0,Kands,"Moteriškas dviratis Kands Elite Pro, Alu, Shimano, 168-185 cm, 28"", baltas",Nėra,,,"Miesto, 					            Trekking",SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,27,,69874039,1 vnt.,Kands,Nenurodyta,"28""","28 """,,170-180 cm,Aliuminis,19 cm,"Kands, miesto dviračiai,                                                                                             Kands, trekking dviračiai",Moterims,V-Brake,18 kg,Visos Kands prekės,Amortizuojanti
1500,549.0,Kands,"Moteriškas dviratis MTB Kands Energy 500, 150-167 cm, 27,5"" aliumininiai ratai, Juoda/rožinė",Nėra,,,"Kalnų, 					            Trekking",SHIMANO,Dviračiai,,,,"1,45 x 0,2 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,18,,69874064,1 vnt.,Kands,Nenurodyta,"27,5","27.5 """,,150-165 cm,Metalinis,17 cm,"Kands, kalnų dviračiai,                                                                                             Kands, trekking dviračiai","Mergaitėms, 					            Moterims",V-Brake,17 kg,Visos Kands prekės,Amortizuojanti
1501,549.0,Kands,"Moteriškas dviratis MTB Kands Energy 500, 168-185 cm, 27,5"" aliumininiai ratai, Juoda/Turkis",Nėra,,,Kalnų,SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,18,,69874079,1 vnt.,Kands,Nenurodyta,"27,5","27.5 """,,170-180 cm,Metalinis,19 cm,"Kands, kalnų dviračiai","Mergaitėms, 					            Moterims",V-Brake,17 kg,Visos Kands prekės,Amortizuojanti
1502,549.0,Kands,"Moteriškas dviratis MTB Kands Energy 500, 150-167 cm, 26"" aliumininiai ratai, Turkis",Nėra,,,Kalnų,SHIMANO,Dviračiai,,,,"1,45 x 0,2 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,18,,69874084,1 vnt.,Kands,Nenurodyta,26,"26 """,,150-165 cm,Metalinis,17 cm,"Kands, kalnų dviračiai","Mergaitėms, 					            Moterims",V-Brake,19 kg,Visos Kands prekės,Amortizuojanti
1503,559.0,Kands,"Moteriškas dviratis Kands Galileo, 150-167 cm, 28"" aliumininiai ratai, Shimano, Grafitas",Nėra,,,"Miesto, 					            Trekking",SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,18,,69874114,1 vnt.,Kands,Nenurodyta,"28""","28 """,,150-165 cm,Metalinis,17 cm,"Kands, miesto dviračiai,                                                                                             Kands, trekking dviračiai",Moterims,V-Brake,17 kg,Visos Kands prekės,Kieta
1504,569.0,Kands,"Vaikiškas dviratis Davi Olivia, 130-165 cm, aliuminio rėmas, 24"" aliumininiai ratai, 3 pavarų Shimano perjungėjas, Rožinis",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,3,,69874294,1 vnt.,Kands,Nenurodyta,"24""","24 """,,132-160 cm,Aliuminis,14 cm,"Kands, miesto dviračiai",Mergaitėms,V-Brake,16 kg,Visos Kands prekės,Kieta
1505,509.0,Davi,"Moteriškas dviratis Davi Lila, 160-185 cm, 28"", baltas",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,1,,69874434,1 vnt.,Davi,Nenurodyta,28,"28 """,,160-185 cm,Metalinis,18 cm,"Davi, miesto dviračiai",Moterims,V-Brake,18 kg,Visos Davi prekės,Kieta
1506,509.0,Davi,"Moteriškas dviratis Davi Lila, 160-185 cm, 28"", baltas",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,1,,69874439,1 vnt.,Davi,Nenurodyta,"28""","28 """,,160-185 cm,Metalinis,18 cm,"Davi, miesto dviračiai",Moterims,V-Brake,18 kg,Visos Davi prekės,Kieta
1507,509.0,Davi,"Moteriškas dviratis Davi Lila, 160-185 cm, 28"", smėlio spalvos",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,1,,69874459,1 vnt.,Davi,Nenurodyta,"28""","28 """,,160-185 cm,Metalinis,18 cm,"Davi, miesto dviračiai",Moterims,V-Brake,18 kg,Visos Davi prekės,Kieta
1508,659.0,Davi,"Moteriškas dviratis Davi Maria Alu, 160-185 cm, 28"", Shimano, juodas",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,7,,69969234,1 vnt.,Davi,Nenurodyta,"28""","28 """,,160-185 cm,Aliuminis,18 cm,"Davi, miesto dviračiai",Moterims,V-Brake,18 kg,Visos Davi prekės,Amortizuojanti
1509,549.0,Davi,"Moteriškas dviratis Davi Emma 28"", rožinis",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,7,,69969314,1 vnt.,Davi,Nenurodyta,"28""","28 """,,160-185 cm,Metalinis,18 cm,"Davi, miesto dviračiai",Moterims,V-Brake,18 kg,Visos Davi prekės,Kieta
1510,419.0,ROMET,"Hibridinis dviratis Romet Orkan 2 M 28"" 2023, juodas",Nėra,,,Hibridiniai,Shimano Alivio RD-T4000,Dviračiai,,,,"1,5 x 0,55 x 0,7 m, 14 kg",,"Pigu.lt, 					            Velomarket OÜ",Shimano ST-EF500 3 pavarų / Shimano ST-EF500 8 pavarų,Nenurodyta,,70415036,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,170-185 cm,Aliuminis,20 cm,"Romet, hibridiniai dviračiai",Universalus,V formos stabdžiai,13.9 kg,Visos ROMET prekės,Nenurodyta
1511,419.0,ROMET,"Hibridinis dviratis Romet Orkan 3 D Lite 28"" 2023, baltas",Nėra,,,Hibridiniai,Shimano Altus RD-M2000 SGS,Dviračiai,,,,"1,5 x 0,55 x 0,7 m, 15 kg",,"Pigu.lt, 					            Minced",Shimano ST-EF500 3 pavarų / Shimano ST-EF500 8 pavarų,24,,70415126,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,170-185 cm,Aliuminis,18 cm,"Romet, hibridiniai dviračiai",Moterims,V formos stabdžiai,14.5 kg,Visos ROMET prekės,SR Suntour M3010
1512,439.0,ROMET,"Hibridinis dviratis Romet Orkan 3 M 28"" 2023, pilkas",Nėra,,,Hibridiniai,Shimano Alivio RD-T4000,Dviračiai,,,,"1,5 x 0,55 x 0,7 m, 15 kg",,"Pigu.lt, 					            PowerSPORT",Shimano ST-EF500 3 pavarų / Shimano ST-EF500 8 pavarų,24,,70415241,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,170-185 cm,Aliuminis,18 cm,"Romet, hibridiniai dviračiai",Universalus,Shimano BR-TX805,14.5 kg,Visos ROMET prekės,SR Suntour NEX DS
1513,550.0,ROMET,"Dviratis Romet Orkan D 28"" 2023, baltas",Nėra,,,Trekking,Shimano Alivio RD-T4000,Dviračiai,,,,"1,5 x 0,5 x 0,7 m, 15 kg",,Pigu.lt,Shimano Altus SL-M2010 3 pavarų / Shimano Altus SL-M2010 9 pavarų,27,,70415646,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,165-185 cm,Aliuminis,19 cm,"Romet, trekking dviračiai",Moterims,Diskiniai hidrauliniai Shimano MT200,13.9 kg,Visos ROMET prekės,Standi
1514,569.0,Kands,"Vyriškas kalnų dviratis Kands Spectro 2xDisc, 166-181cm, 27,5"" aliumininiai ratai, Shimano, Grafitas",Nėra,,,Kalnų,SHIMANO,Dviračiai,,,,"1,45 x 0,2 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,24,,70640694,1 vnt.,Kands,Nenurodyta,"27,5","27.5 """,,170-180 cm,Metalinis,18 cm,"Kands, kalnų dviračiai",Vyrams,Diskiniai mechaniniai,17 kg,Visos Kands prekės,Amortizuojanti
1515,195.0,Karbon,"Dviratis vaikams Karbon Alvin 2023, 16'', raudonas, juodas",Nėra,,,Vaikiški,Nėra,Dviračiai,,16x2.125,,"1,13 x 0,55 x 0,65 m, 13 kg",,Perepood,Nėra,1,,71352029,1 vnt.,Karbon,Nėra,"16"" aliumininiai","16 """,3 m.,113-140 cm,Plieninis,8.5 cm,"Karbon, vaikiški dviračiai",Universalus,"Priekiniai – V-tipo, galiniai – pedalų",10 kg,Visos Karbon prekės,Kieta plieninė
1516,180.0,Karbon,"Dviratis vaikams Karbon Alvin 2023, 16'', raudonas, mėlynas",Nėra,,,Vaikiški,Nenurodyta,Dviračiai,,16x2.125,,"1,13 x 0,55 x 0,65 m, 13 kg",,Perepood,Nenurodyta,1,,71353404,1 vnt.,Karbon,Nenurodyta,"16"" aliumininiai","16 """,3 m.,113-140 cm,Plieninis,8.5 cm,"Karbon, vaikiški dviračiai",Universalus,"Priekiniai – V-tipo, galiniai – pedalų",10 kg,Visos Karbon prekės,Kieta plieninė
1517,862.0,Baana fat,"Kalnų dviratis Baana Fat 20""",Nenurodyta,,,Kalnų,Shimano Altus RD-M310DL,Dviračiai,,,,"1,51 x 0,68 x 0,23 m, 20 kg",,Pigu.lt,SHIMANO,Nenurodyta,,71588116,1 vnt.,Baana fat,Nenurodyta,Aliuminiai sustiprinti,"20 """,,125-150 cm,Aliuminis,11 cm,"Baana fat, kalnų dviračiai",Universalus,Diskiniai,14.2 kg,Visos Baana fat prekės,Plienas
1518,139.0,NovaTrack,"Vaikiškas dviratis NovaTrack Tetris, 16"", violetinis",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,1 x 0,76 x 0,59 m, 10,9 kg",,Sport On,Nenurodyta,Nenurodyta,,71696956,1 vnt.,NovaTrack,Nenurodyta,Nenurodyta,"16 """,,110-130 cm,Plieninis,16 cm,"NovaTrack, vaikiški dviračiai",Mergaitėms,Nenurodyta,- kg,Visos NovaTrack prekės,Nenurodyta
1519,539.0,Kands,"Moteriškas dviratis Kands Lagunva VS-3 26"", mėlynas",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,45 x 0,2 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,18,,72159789,1 vnt.,Kands,Nenurodyta,26,"26 """,,155-170 cm,Metalinis,17 cm,"Kands, miesto dviračiai","Mergaitėms, 					            Moterims",V-Brake,15 kg,Visos Kands prekės,Kieta
1520,785.28,Giant,"Dviratis Giant Roam 4 Disc 28"", juodas",Nenurodyta,Nenurodyta,Taip,Hibridiniai,Nenurodyta,Dviračiai,,Nenurodyta,,"1,5 x 0,28 x 0,8 m, 27 kg",,"Biketek, 					            Minced",Nenurodyta,Nenurodyta,Nenurodyta,72605421,1 vnt.,Giant,Nenurodyta,28,"28 """,,180-190 cm,Aliuminis,10 cm,"Giant, hibridiniai dviračiai",Universalus,Shimano Tourney,- kg,Visos Giant prekės,Amortizuojanti
1521,414.99,Huffy,"Vaikiškas dviratis Huffy 21998W Minnie Mouse, 16"", rožinis",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,1 x 0,011 x 0,1 m, 1 kg",,"KATARATA, 					            Minced",Nenurodyta,Nenurodyta,,72727116,1 vnt.,Huffy,Nenurodyta,Nenurodyta,"16 """,,128-140 cm,Nenurodyta,16 cm,"Huffy, vaikiški dviračiai",Mergaitėms,Nenurodyta,11 kg,Visos Huffy prekės,Nenurodyta
