id,price,brand,brandI,3G:,4G:,5G:,Atminties kortelės talpa:,Atminties kortelės tipas:,Aukštis:,Baterijos talpa (mAh):,Baterijos tipas:,Bluetooth:,Blykstė:,Budėjimo laikas iki:,Ekrano tipas:,Ekrano įstrižainė:,Fotografavimo galimybė:,GPS:,Gamintojo kodas:,Gamintojo procesorius:,Grafinis išdėstymas:,Gylis:,Jungties tipas:,Kategorija:,Kita informacija:,Kolonėlės:,Korpusas:,Maksimali raiška:,Maksimalus naudojimo laikas (val.):,Matmenys:,Operacinė sistema:,Operacinės sistemos versija:,Operatyvinė atmintis (RAM):,Pagrindinė kamera:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pakuotės turinys* (*komplektacija gali keistis):,Palaikomi formatai:,Palaikomos technologijos:,Pardavėjas:,Plotis:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinė kamera:,Procesoriaus taktinis dažnis:,Procesoriaus tipas:,Rūšis:,SIM:,Skambinimo funkcija:,Skirta vaikams:,Spalva:,Svoris:,USB jungtys:,Vaizdo didinimas:,Vidinė atmintis:,Visos šio ženklo prekės:,WiFi:
782,1612.89,Microsoft,"Planšetinis kompiuteris Microsoft Surface Pro 7, 512GB, i7-1165G7, 16GB, 12.3 Win10Pro, 1ND-00018",Nenurodyta,Taip,Nenurodyta,,,,,,,,,Nenurodyta,"12.3""",,Yra,1ND-00018,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,,37346988,1 vnt.,Microsoft,,,Nenurodyta,"Microsoft, 12.3"" planšetiniai kompiuteriai",,,Ne,,- kg,,,512,Visos Microsoft prekės,
783,169.67,,Innjoo IJ-SUPERB,Taip,Ne,Ne,,,,,,,,,IPS,"10.1""",,Nėra,,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android,,2000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA, 					            Minced",,41653253,1 vnt.,Nenurodyta,,,Spreadtrum,"Nenurodyta, 10.1"" planšetiniai kompiuteriai",,,Nenurodyta,,0.6 kg,,,32 GB,Visos Nenurodyta prekės,
784,263.29,Lenovo,"Planšetė Lenovo Tab M10 Plus 10,3"" FHD Octa Core 4 GB RAM 128 GB",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,FHD,10.3'' (~26.1 cm),,Yra,,,,,,Planšetiniai kompiuteriai,,,,1920x1200,,,"Android, 					            Android 9.0",,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Nekada,,41653773,1 vnt.,Lenovo,,,Helio P22T,"Lenovo, 10.3'' (~26.1 cm) planšetiniai kompiuteriai",,,Nenurodyta,,1 kg,,,64 GB,Visos Lenovo prekės,
785,657.21,Samsung,"Galaxy Tab S7 FE 5G, 64 GB, WiFi, Mystic Silver",Taip,Taip,Taip,1 TB,Micro SD,18.5 cm,10090,,Yra,,,TFT,"12.4""",Yra,Yra,SM-T736BZSAEUE,,,0.63 cm,"Bluetooth, 					Micro SD, 					USB",Planšetiniai kompiuteriai,,Yra,,2560 x 1600,,,Android,,4096 MB,8 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"Įkroviklis, 					Planšetė",,"Bluetooth, 					GPS, 					usb, 					Wi-Fi, 					Wi-Fi Direct","KATARATA, 					            Digitooted OÜ, 					            Minced",28.48 cm,42286488,1 vnt.,Samsung,5 MP,1.8 - 2.2,Octa-core,"Samsung, 12.4"" planšetiniai kompiuteriai",,,Taip,Sidabrinė,0.608 kg,USB,,64 GB (dalis skirta OS),Visos Samsung prekės,Yra
786,211.75,Samsung,Samsung Galaxy Tab A7 Lite 4G 3/32GB SM-T225NZSAEUB,Taip,Taip,Ne,1TB,MicroSD,12.4 cm,5100,,Yra,,,TFT,"8.7"" (~22.1cm)",,Nenurodyta,"891237960,A7 Lite T225-Silver,SM-T225NZSAEUB",,,0.8 cm,,Planšetiniai kompiuteriai,,,,1340 x 800,,,Android 11,android,3000 MB,8 MP,"0,25 x 0,15 x 0,15 m, 0,5 kg",,,,,"Pro Baltic, 					            KATARATA, 					            Minced",21.5 cm,43140323,1 vnt.,Samsung,2 MP,2.3 GHz,Nenurodyta,"Samsung, 8.7"" (~22.1cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.366 kg,,,32 GB (SSD),Visos Samsung prekės,Wi-Fi 5 (802.11ac)
787,133.29,SPC,"SPC Gravity New 10,1"" Mediatek MT8167 2 GB 32 GB 5000 mAh",Nenurodyta,Taip,Ne,,,,,,,,,Nenurodyta,"10.1"" (~20.32 cm)",,Yra,S7807243,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,2000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Treat Stores, 					            Triksa, 					            HG plus",,45724053,1 vnt.,SPC,,,Nenurodyta,"SPC, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,32 GB,Visos SPC prekės,
788,886.0,Apple,Apple iPad Mini Wi-Fi + Cellular 64GB Pink 6th Gen MLX43,Taip,Taip,Nenurodyta,,,,Nenurodyta,,,,,Retina,"8.3""",12 Mpix,Yra,"MLX43FD/A,MLX43TY/A",,,,USB-C,Planšetiniai kompiuteriai,,,,2266 x 1488,,,iOS 15,iOS 15,4000 MB,12 Mpix,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            Galador Grupp OÜ, 					            Brandberry",,46062028,1 vnt.,Apple,,,Nenurodyta,"Apple, 8.3"" planšetiniai kompiuteriai",,,Ne,Rožinė,0.297 kg,,,64 GB,Visos Apple prekės,Yra
789,618.99,Samsung,"Samsung Galaxy Tab S6 Lite SM-P615 4G LTE 64 GB 26.4 cm (10.4"") Samsung Exynos 4 GB Wi-Fi 5 (802.11ac) Android 11 Grey",Taip,Taip,Nenurodyta,,,,,,,,,LED,"10.4""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android 11,,- MB,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"KATARATA, 					            Minced",,47613612,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 10.4"" planšetiniai kompiuteriai",,,Ne,,0.465 kg,,,64 GB,Visos Samsung prekės,
790,830.99,Samsung,"Samsung Galaxy Tab S7 FE 12.4"" Octa Core 4GB RAM 64 RAM",Ne,Taip,Ne,,,,,,,,,Nenurodyta,12.4'' (~31.50 cm),,Yra,,,,,,Planšetiniai kompiuteriai,,,,1920 x 1080,,,Android,,4000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,KATARATA,,47660917,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,64 GB,Visos Samsung prekės,
791,813.51,Samsung,Samsung Galaxy Tab S8 SM-X706BIDAEUE,Taip,Taip,Taip,iki 1TB,Micro SD,16.53 cm,8000,,Yra,yra,,TFT,11'' (~27.9 cm),,Yra,SM-X706BIDAEUE,,Adreno 730,0.63 cm,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android,,8000 MB,13 + 6 MP,"0,26 x 0,185 x 0,03 m, 0,75 kg",,,,,"Pro Baltic, 					            KATARATA, 					            Vitalimax, 					            Solit, 					            unashop eu, 					            Minced",25.38 cm,50750264,1 vnt.,Samsung,12 MP,,Qualcomm SM8450,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",Yra,,Ne,Rožinė,0.507 kg,USB Type-C,,128 GB (dalis skirta OS),Visos Samsung prekės,Yra
792,325.99,Samsung,Samsung Galaxy Tab A8 WiFi 3/32GB SM-X200NIDAEUE,Ne,Ne,Ne,iki 1TB,Micro SD,16.19 cm,7040,Li-Ion,Yra,,,TFT,"10.5"" (~26.5 cm)",Yra,Yra,SM-X200NIDAEUE,,,0.69 cm,"3.5 mm, 					Bluetooth, 					USB 2.0",Planšetiniai kompiuteriai,,Yra,Metalinis,1200 x 1920,,,Android,Android OS,3072 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,Planšetė,,"Akcelerometras, 					Atminties kortelių skaitytuvas, 					Bluetooth, 					Giroskopas, 					GPS, 					Šviesos jutiklis, 					USB 2.0, 					Wi-Fi, 					Wi-Fi Direct",KATARATA,24.68 cm,51166759,1 vnt.,Samsung,5 MP,2 GHz,Octa-core,"Samsung, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",,,Taip,Rožinė,0.508 kg,USB 2.0,,32 GB (dalis skirta OS),Visos Samsung prekės,Yra
793,999.0,Apple,"Apple iPad Air 10'9"" Wi-Fi + Cellular 64GB - Blue 5th Gen MM6U3HC/A",Taip,Taip,Taip,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"10.9"" (~27.7 cm)",Yra,Yra,"MM6U3FD/A,MM6U3HC/A",,,0.61 cm,,Planšetiniai kompiuteriai,,Stereo,,2360 x 1640,,,iPadOS,iPadOS 15,8000 MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Pigu.lt,17.85 cm,52715934,1 vnt.,Apple,12 MP,,Apple M1 Chip,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",Nano-SIM,Taip,Ne,Mėlyna,0.462 kg,USB Type-C,,64 GB (dalis skirta OS),Visos Apple prekės,802.11ax
794,1385.69,Apple,"Apple iPad Air 10.9"" Wi-Fi 256GB - Purple 5th Gen MME63HC/A",Ne,Ne,Ne,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"10.9"" (~27.7 cm)",Yra,Nėra,"MME63,MME63FD/A,MME63HC/A",,,0.61 cm,,Planšetiniai kompiuteriai,,Stereo,,2360 x 1640,,,iPadOS,iPadOS 15,8000 MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,KATARATA,17.85 cm,52745004,1 vnt.,Apple,12 MP,,Apple M1 Chip,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Violetinė,0.461 kg,USB Type-C,,256 GB (dalis skirta OS),Visos Apple prekės,802.11ax
795,1520.2,Samsung,Samsung Galaxy Tab S8 Ultra 5G 12/256GB SM-X906BZAEEUE,Taip,Taip,Taip,,,,,,Yra,,,Super AMOLED,"14.6""",,Yra,SM-X906BZAEEUE,,,,,Planšetiniai kompiuteriai,,Yra,,2960 x 1848,,,Android 12,,12000 MB,13 + 6 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,ovolt,,53576064,1 vnt.,Samsung,12 MP,,Qualcomm Snapdragon,"Samsung, 14.6"" planšetiniai kompiuteriai",,,Nenurodyta,Juoda,0.728 kg,,,256 GB,Visos Samsung prekės,Yra
796,1085.16,Samsung,Samsung Galaxy Tab S8+ WiFi 8/128GB Graphite Grey SM-X800NZAAEUB,Ne,Taip,Taip,,,,10090,,,,,AMOLED,12.4'' (~31.50 cm),,Yra,SM-X800NZAAEUB,,,,,Planšetiniai kompiuteriai,,,,2800 x 1752,,,Android,android,8000 MB,13 + 6,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"KATARATA, 					            Minced",,54295739,1 vnt.,Samsung,12 MP,,Nenurodyta,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,128 GB,Visos Samsung prekės,
797,534.12,Apple,"Tabletti Apple iPad (2021) 64 GB 10,2""",Taip,Taip,Nenurodyta,,,,,Lithium Polymer (LiPo),Yra,,,HD,10.2'' (~26 cm),,Yra,MK2K3NF/A,,,,,Planšetiniai kompiuteriai,,,,2160 x 1620,,,Nenurodyta,,- MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"shumee, 					            Treat Stores, 					            HG plus",,59901818,1 vnt.,Apple,12 MP,,Nenurodyta,"Apple, 10.2'' (~26 cm) planšetiniai kompiuteriai",,,Taip,Pilka,- kg,,,64GB,Visos Apple prekės,Wi-Fi 5 (802.11ac)
798,431.74,,"Oppo Pad Air Octa Core 4 GB RAM 64 GB 10,3""",Ne,Taip,Ne,,,154.8 cm,7100,Lithium Polymer (LiPo),Yra,,,Nenurodyta,10.3'' (~26.1 cm),,Yra,OPD2102A,,,6.94 cm,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android,,4000 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"KATARATA, 					            EasyShop",245.1 cm,59932418,1 vnt.,Nenurodyta,5 MP,,Nenurodyta,"Nenurodyta, 10.3'' (~26.1 cm) planšetiniai kompiuteriai",,,Ne,Pilka,- kg,,,64 GB,Visos Nenurodyta prekės,Wi-Fi 5 (802.11ac)
799,983.51,Samsung,Samsung Galaxy Tab S8 WiFi 8/128GB SM-X700NIDAEUB,Ne,Ne,Ne,iki 1TB,Micro SD,16.53 cm,8000,,Yra,yra,,TFT,11'' (~27.9 cm),,Yra,SM-X700NIDAEUB,,,0.63 cm,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android,,8000 MB,13 + 6 MP,"0,02 x 0,27 x 0,18 m, 0,78 kg",,,,,Minced,25.38 cm,59935213,1 vnt.,Samsung,12 MP,,Qualcomm SM8450,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",,,Ne,Rožinė,0.503 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
800,3631.99,Microsoft,"Microsoft Surface Pro 8 I5-1135G7 16GB 512GB SSD 13""",Taip,Taip,Ne,,,,,,,,,Nenurodyta,"13""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,2880 x 1920,,,Windows 11 Pro,,16000 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,KATARATA,,60142548,1 vnt.,Microsoft,,,i5-1135G7,"Microsoft, 13"" planšetiniai kompiuteriai",,,Ne,,- kg,,,512,Visos Microsoft prekės,
801,1371.76,,Planšetinis kompiuteris APPLE 12.9-inch iPad Pro Wi‑Fi 512GB - Space Grey 6th gen,,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,29 x 0,22 x 0,05 m, 1,3 kg",,,,,unashop eu,,61002788,1 vnt.,,,,,,,,,,,,,,,
802,1569.36,,Planšetinis kompiuteris APPLE 12.9-inch iPad Pro Wi‑Fi + Cellular 128GB - Space Grey 6th gen,,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,23 x 0,22 x 0,05 m, 1,3 kg",,,,,unashop eu,,61002858,1 vnt.,,,,,,,,,,,,,,,
803,643.76,,Planšetinis kompiuteris APPLE iPad Mini Wi-Fi 64GB Starlight 6th Gen,,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,14 x 0,05 x 0,2 m, 0,65 kg",,,,,unashop eu,,61348248,1 vnt.,,,,,,,,,,,,,,,
804,172.98,Archos,"Archos t101 hd+ 32 gb 2 gb ram 10,1''",Taip,Taip,Nenurodyta,,,,,,,,,Nenurodyta,"10.1"" (~20.32 cm)",,Yra,,,,,,Planšetiniai kompiuteriai,,,,1200 x 800,,,Android,,2000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            Minced",,61746853,1 vnt.,Archos,,,Nenurodyta,"Archos, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Nenurodyta,,- kg,,,32,Visos Archos prekės,
805,126.91,Archos,"Planšetė Archos ACCESS 70 7"" 16 GB 1 GB RAM",,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,3 x 0,3 x 0,6 m, 3 kg",,,,,"Pro Baltic, 					            KATARATA",,61746893,1 vnt.,Archos,,,,,,,,,,,,,Visos Archos prekės,
806,1247.66,Apple,Planšetė Apple MNXG3TY/A 8 GB RAM M2 Sidabras 8 GB 256 GB,,,,,,,,,,,,,,,,S7816888,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,63 x 0,45 x 0,01 m, 1,07 kg",,,,,Treat Stores,,62530807,1 vnt.,Apple,,,,,,,,,,,,,Visos Apple prekės,
807,642.58,Samsung,"Planšetė Samsung SM-T630NZKEEUB Juoda 128 GB 10,1 6 GB RAM",Taip,Taip,Nenurodyta,,,,,,,,,HD,"10.1""",,Yra,S7760007,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,Android,,6 MB,,"0,27 x 0,19 x 0,06 m, 1,24 kg",,,,,"Treat Stores, 					            Minced, 					            HG plus",,62855078,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 10.1"" planšetiniai kompiuteriai",,,Taip,,- kg,,,128,Visos Samsung prekės,
808,809.23,Apple,"Planšetė Apple iPad 2022   Rožinė 256 GB 10,9""",Taip,Taip,Nenurodyta,,,,,,,,,HD,"10.9""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,iOS,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Treat Stores, 					            HG plus",,62859433,1 vnt.,Apple,,,Apple M1,"Apple, 10.9"" planšetiniai kompiuteriai",,,Taip,,- kg,,,256 GB,Visos Apple prekės,
809,1056.12,Apple,"Planšetė Apple iPad 2022 10,9"" 256 GB Geltona",Taip,Taip,Nenurodyta,,,,,,,,,HD,"10.9""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,iOS,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,,62859673,1 vnt.,Apple,,,Apple M1,"Apple, 10.9"" planšetiniai kompiuteriai",,,Taip,,- kg,,,256 GB,Visos Apple prekės,
810,786.12,Apple,"Planšetė Apple iPad 2022 10,9"" 64 GB Mėlyna",Taip,Taip,Nenurodyta,,,,,,,,,HD,"10.9""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,iOS,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Treat Stores,,62859748,1 vnt.,Apple,,,Apple M1,"Apple, 10.9"" planšetiniai kompiuteriai",,,Taip,,- kg,,,64 GB,Visos Apple prekės,
811,162.94,N-one,N-one NPad Air 4G LTE 10.1,Taip,Taip,Nenurodyta,,,,,6150 mAh,Yra,,,IPS + FHD,"10.1"" (~20.32 cm)",Yra,Galileo,,,,,,Planšetiniai kompiuteriai,,,,1920 × 1200,,,Android 11,,4000 MB,5 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Buying Solutions,,63404013,1 vnt.,N-one,2 MP,,ARM Cortex-A75,"N-one, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Nenurodyta,,0.401 kg,,,64 GB,Visos N-one prekės,802.11 a/b/g/n/ac
812,525.89,Samsung,"Samsung Galaxy Tab S6 Lite P613 128GB, Gray",Ne,Ne,Ne,,,,,,Yra,,,Nenurodyta,10.4'' (~26.31 cm),,Yra,,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android,,4096 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,,63543904,1 vnt.,Samsung,5,,Nenurodyta,"Samsung, 10.4'' (~26.31 cm) planšetiniai kompiuteriai",,,Nenurodyta,Mėlyna,- kg,,,128,Visos Samsung prekės,
813,140.89,Amazon,Plančetinis kompiuteris Amazon Fire HD 8+ plus 32gb 2022 Black,Ne,Ne,Ne,,,,,,,,,IPS,"8"" (~20.32 cm)",,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Nenurodyta,,3000 MB,5 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,,64559128,1 vnt.,Amazon,2 MP,,Nenurodyta,"Amazon, 8"" (~20.32 cm) planšetiniai kompiuteriai",,,Nenurodyta,,0.342 kg,,,32 GB,Visos Amazon prekės,
814,1527.8,,Serveris HPE ML30 GEN10+ E-2314 16GB,,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"KATARATA, 					            ovolt",,66687454,1 vnt.,,,,,,,,,,,,,,,
815,85.58,,RAM atmintis Kingston KSM26ED8/16MR,,,,,,,,,,,,,,,,KSM26ED8/16MR,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Galador Grupp OÜ, 					            KAM Trade SIA",,66687614,1 vnt.,,,,,,,,,,,,,,,
816,144.74,Logicom,"Logicom Tab 129 Allwinner A133 16 GB, Wi-Fi, juoda",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,"10"" (~25.4 cm)",,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android 11,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA",,66924236,1 vnt.,Logicom,,,Allwinner,"Logicom, 10"" (~25.4 cm) planšetiniai kompiuteriai",,,Nenurodyta,Juoda,- kg,,,16 GB,Visos Logicom prekės,Yra
817,1269.66,Apple,"Planšetė Apple iPad Sidabras 64 GB 10,9""",Nenurodyta,Taip,Taip,,,,,,,,,Nenurodyta,"10.9""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,Nenurodyta,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,,67036726,1 vnt.,Apple,,,Nenurodyta,"Apple, 10.9"" planšetiniai kompiuteriai",,,Nenurodyta,,- kg,,,64 GB,Visos Apple prekės,
818,1226.79,Samsung,"Samsung Galaxy Tab S8+, 128 GB, 5G, juoda",Nenurodyta,Nenurodyta,Taip,,,,,Li-Ion,,,,Nenurodyta,12.4'' (~31.50 cm),,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android 12,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            Minced",,67039181,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",,,Nenurodyta,Juoda,- kg,,,128 GB,Visos Samsung prekės,
819,155.21,Woxter,"Woxter X-100 Pro, 4G, 16 GB, juoda",Nenurodyta,Taip,Nenurodyta,,,,,,Yra,,,Nenurodyta,"10.1"" (~20.32 cm)",,Nenurodyta,S7809455,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android 11,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Treat Stores, 					            Triksa, 					            HG plus",,67270956,1 vnt.,Woxter,,,Nenurodyta,"Woxter, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Nenurodyta,Juoda,- kg,,,16 GB,Visos Woxter prekės,Yra
820,179.4,Lenovo,Lenovo M10 HD (2nd Gen),Ne,Ne,Ne,,,,5000 mAh,Lithium Polymer (LiPo),Yra,,,Jutiklinis ekranas,"10.1"" (~20.32 cm)",,Yra,ZA6W0215ES,,,,,Planšetiniai kompiuteriai,,,,800 x 1280,,,Android,,3000 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Brandberry, 					            Pro Baltic",,67477351,1 vnt.,Lenovo,5 MP,2.3 GHz,Octa-core,"Lenovo, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.420 kg,,,32 GB,Visos Lenovo prekės,Yra
821,206.99,Doogee,Doogee T20 Ice Blue,Taip,Taip,Ne,,,,,8300 mAh,,,,HD,"10.4""",,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android,Android 12,8 MB,,"0,35 x 0,2 x 0,1 m, 0,7 kg",,,,,"Pro Baltic, 					            KATARATA",,69050589,1 vnt.,Doogee,,,2.0 GHz,"Doogee, 10.4"" planšetiniai kompiuteriai",,,Ne,Mėlyna,0.5 kg,,,256,Visos Doogee prekės,
822,603.78,Lenovo,Lenovo IP DUET3 CB,Ne,Ne,Ne,,,,,,,,,IPS,10.95,,Nenurodyta,S7780261,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Chrome OS,,8000 MB,,"0,49 x 0,36 x 0,13 m, 2,71 kg",,,,,"Treat Stores, 					            HG plus",,72110131,1 vnt.,Lenovo,,,Qualcomm Snapdragon 7C Gen 2,"Lenovo, 10.95 planšetiniai kompiuteriai",,,Nenurodyta,,0.516 kg,,,128 GB,Visos Lenovo prekės,
823,734.81,Samsung,Samsung Galaxy Tab S9 5G 8/128GB Graphite SM-X716BZAAEUE,Taip,Taip,Taip,iki 1TB,MicroSD,25.43 cm,8400,,Yra,LED,,Dynamic AMOLED 2X,11'' (~27.9 cm),,Yra,SM-X716BZAAEUE,,,0.59 cm,,Planšetiniai kompiuteriai,IP68,,,2560 x 1600,,,Android 13,,8000 MB,13 MP,"0,275 x 0,185 x 0,025 m, 0,745 kg",,,,,ovolt,16.58 cm,73792961,1 vnt.,Samsung,12 MP,,Qualcomm SM8550,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",Nano-SIM + eSIM,,Ne,Juoda,0.500 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
824,487.89,Samsung,Samsung Galaxy Tab S6 Lite SM-P613NZAATPH,Ne,Ne,Ne,iki 1TB,Micro SD,24.45 cm,7040 mAh,Li-Po,Yra,,,TFT,10.4'' (~26.31 cm),,Yra,"SM P613-Gray-64,SM-P613NZAADBTG,SM-P613NZAATPH",,,0.7 cm,3.5 mm,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android,,4000 MB,8 MP,"0,22 x 0,23 x 0,15 m, 2 kg",,,,,Minced,15.43 cm,74271641,1 vnt.,Samsung,5 MP,,720G,"Samsung, 10.4'' (~26.31 cm) planšetiniai kompiuteriai",nėra,,Ne,Pilka,0.465 kg,USB 2.0,,64 GB,Visos Samsung prekės,Yra
825,1032.43,Samsung,Samsung Galaxy Tab S9 5G 8/256GB Graphite SM-X716BZAEEUB,Taip,Taip,Taip,iki 1TB,MicroSD,25.43 cm,8400,,Yra,LED,,Dynamic AMOLED 2X,11'' (~27.9 cm),,Yra,SM-X716BZAEEUB,,,0.59 cm,,Planšetiniai kompiuteriai,IP68,,,2560 x 1600,,,Android 13,android,8000 MB,13 MP,"0,01 x 0,25 x 0,17 m, 0,5 kg",,"Kabelis, 					Planšetė, 					S Pen, 					Vartotojo vadovas",,,"KATARATA, 					            Treat Stores, 					            HG plus",16.58 cm,74448211,1 vnt.,Samsung,12 MP,,Qualcomm SM8550,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",Nano-SIM + eSIM,,Ne,Juoda,0.500 kg,USB Type-C,,256 GB,Visos Samsung prekės,Yra
826,94.49,Amazon,Amazon Fire 7 Kids 2023,Ne,Ne,Ne,,,,,,,,,IPS+,7'' (~17.78 cm),,Nėra,,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Amazon Fire,,2000 MB,,"0,3 x 0,3 x 0,2 m, 0,3 kg",,,,,"Galador Grupp OÜ, 					            ovolt",,74633354,1 vnt.,Amazon,,,Octa-core,"Amazon, 7'' (~17.78 cm) planšetiniai kompiuteriai",,,Taip,,0.500 kg,,,16 GB,Visos Amazon prekės,
