id,title,price,brand,Montavimo tipas,Energijos klasė,Valdymas,Spalva,Talpa (L),Tipas,Aukštis (cm),Plotis,Gylis,Metinės energijos sąnaudos,Garso lygio klasė,Gamintojas
423,Šaldytuvas Snaigė CD40DM-S3JJ1E,649.01,Snaigė,Laisvai pastatomos,E,Mechaninis,Juoda,360.0,Vitrina,202.5,60.0,60.0,1028,,Snaigė
424,Šaldytuvas Severin 183cm retro juodas,649.99,Severin,Laisvai pastatoma,E,,Juoda,244.0,Su kamera apačioje,183.0,55.0,61.5,,,Severin
425,Šaldytuvas Whirlpool W7X 82I OX,459.99,Whirlpool,Laisvai statomi,E,,Nerūdijantis plienas,130.0,Šaldytuvas-Šaldytuvas,191.2,595 mm,678 mm,,,Whirlpool
426,LG | Šaldytuvas | GBV3100DSW | Energy efficiency class D | Free standing | Combi | Height 186 cm | Šaldytuvas net capacity 234 L | Šaldiklis net capacity 110 L | Ekranas | 35 dB | Baltas,564.71,LG,Laisvai statomi,D,,Balta,234.0,Su kamera apačioje,186,,,,,LG
427,"Šaldytuvas Royal Catering Keturių durų šaldymo stalas su nerūdijančio plieno stalviršiu, 450L",2249.99,Royal Catering,,,,"Sidabrinė

Pilka",,,,,,,,Royal Catering
428,Šaldytuvas Snaigė CD29DM-S300SE,509.01,Snaigė,Laisvai pastatomos,A++,,Balta,275.0,Vitrina,145.0,60.0,60.0,902,,Snaigė
429,"Šaldytuvas Arktic Šaldymo vitrina ant ratukų, 5 lentynos 280L, juoda",969.99,Arktic,,,,Juoda,280.0,Vitrina,,,,,,Arktic
430,Šaldytuvas Samsung RB33J3515WW/EF,465.99,Samsung,,E,,,339.0,Su kamera apačioje,185.0,,,,,Samsung
431,Beko INDESIT | Šaldytuvas | LI8 S2E W | Energy efficiency class E | Free standing | Combi | Height 188.9 cm | Šaldytuvas net capacity 228 L | Šaldiklis net capacity 111 L | 39 dB | Baltas,337.99,,Laisvai statomi,E,,Balta,339.0,Su kamera apačioje,188.9,,,,,Beko
432,"Bosch Bsh Fcli Cerkezkoy Serija 4, Laisvai statomas šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 186 x 60 cm, Baltas KGV362WEAS",487.75,,Laisvai statomi,A++,,Balta,308.0,Su kamera apačioje,186.0,,,,,Bosch
433,Bosch KGN56XLEB šaldytuvas-šaldiklis,700.73,Bosch,Laisvai statomi,E,,Nerūdijantis plienas,400.0,Laisvai pastatomas,193.0,70,80,,,Bosch
434,Šaldytuvas Snaigė RF56SM-S5RB2E0,402.75,Snaigė,Laisvai pastatomos,E,Mechaninis,Raudona,200.0,Šaldytuvas su apatiniu šaldikliu,185.0,60.0,65.0,228,C,Snaigė
435,Šaldytuvas Samsung RR39C7BH5S9/EF,678.91,Samsung,,E,,Nerūdijantis plienas,387.0,Be kameros,186,,,,,Samsung
436,Šaldytuvas Samsung RB34C7B5EB1/EF,529.49,Samsung,Laisvai pastatoma,E,,Juoda,344.0,Su kamera apačioje,185.3,59.5,65.8,,,Samsung
437,Šaldytuvas Samsung RB38C6B2E22/EF,629.16,Samsung,,E,,Juoda,390.0,Su kamera apačioje,203,,,,,Samsung
438,Amica šaldytuvas-šaldiklis FK2695.2FT(E),459.99,Amica,Laisvai statomi,E,,Balta,161.0,Laisvai pastatomas,171.0,54,57.6,,,Amica
439,LIEBHERR Re 1200 Šaldytuvas,309.99,Liebherr,Laisvai pastatoma,E,,Balta,111.0,Be kameros,85.0,50.0,60.7,,,Liebherr
440,Šaldytuvas Snaigė FR24SM-PRDH0E3,409,Snaigė,Laisvai pastatomos,E,,Geltona,162.0,Fridge with top freezer,147.5,56.0,63.0,184,C,Snaigė
441,Šaldytuvas LG GBV3100DEP,586.47,LG,,,,,234.0,Su kamera apačioje,,0.7,0.7,,,LG
442,Šaldytuvas Whirlpool ADN 202/1 Pastatomi Balta,579.77,,Laisvai statomi,,,Balta,275.0,Vitrina,145.0,,,,,Whirlpool
443,Šaldytuvas Whirlpool WHC18T141,496.87,Whirlpool,Įmontuojami,F,,Netaikoma,182.0,Pastatas,177.0,54,54.5,,,Whirlpool
444,LG | Šaldytuvas | GBV7280CEV | Energy efficiency class C | Free standing | Combi | Height 203 cm | No Frost system | Šaldytuvas net capacity 277 L | Šaldiklis net capacity 110 L | Ekranas | 35 dB | Juodas,740.52,LG,Laisvai pastatoma,C,,Juoda,387.0,Su kamera apačioje,203.0,59.5,67.5,,,LG
445,Šaldytuvas MPM 87- 13 CZ-,222.90,MPM,Laisvai statomi,,,Balta,,Su kamera viršuje,,,,,,MPM
446,Whirlpool šaldytuvas-šaldiklis W7X82OW,458.12,Whirlpool,Laisvai statomi,E,,Balta,231.0,Laisvai pastatomas,191.2,59.6,67.8,,,Whirlpool
447,Šaldytuvas MPM-357-FF-49,439.89,MPM,Laisvai statomi,E,,Juoda,323.0,Su kamera apačioje,185.0,,,,,MPM
448,Šaldytuvas GUZZANTI GZ-09B1,209.99,Guzzanti,,,,Juoda,88.0,Be kameros,85.0,,,,,Guzzanti
449,"Šaldytuvas Royal Catering Šaldymo vitrina 7x GN1/4 150cm, su stikline apsauga",685.99,Royal Catering,,,,,44.0,Mini,150.0,,,,,Royal Catering
450,LIEBHERR IRBd 4520 Įmontuojamas šaldytuvas,1069.99,Liebherr,Įmontuojami,D,,Balta,223.0,Be kameros,139.7,,,,,Liebherr
451,LIEBHERR CTele 2531 Automatinis šaldytuvas-šaldiklis su SmartFrost,495.99,Liebherr,,,,,,Su kamera viršuje,1.454,,,,,Liebherr
452,"Šaldytuvas Bosch KGN392IDT, Pilkos spalvos",859.99,Bosch,Laisvai statomi,D,,sidabrinė,363.0,Su kamera apačioje,203.0,60 cm,"66,5 cm",,,Bosch
453,Polar šaldytuvas-šaldiklis POB602EK NetNet,299.99,Polar,Laisvai statomi,E,,Juoda,197.0,Laisvai pastatomas,158.8,59.5,65.5,,,Polar
454,Amica šaldytuvas-šaldiklis FD207.4(E),279.99,Amica,Laisvai statomi,F,,Balta,98.0,Laisvai pastatomas,,47.4,49.8,,,Amica
455,Šaldytuvas GORENJE NRK6202EXL4,489.75,,Laisvai statomi,E,,"Sidabrinė
Pilka",235.0,Su kamera apačioje,200.0,,,,,Gorenje
456,Šaldytuvas Electrolux LNT7ME32M1,704.39,Electrolux,Laisvai pastatomos,E,External touch control LCD,Juoda,331.0,Šaldytuvas su apatiniu šaldikliu,186.0,59.5,65.0,250,D,Electrolux
457,Šaldytuvas Gorenje RF414EPS4,254.15,Gorenje,Laisvai pastatomos,E,Mechaninis,pilka,165.0,Fridge with top freezer,143.6,55.0,54.2,176,C,Gorenje
458,Šaldytuvas Arktic Šaldymo vitrina sushi laikymui 5x GN 1/3,685.99,Arktic,,,,,,Vitrina,330.0,,,,,Arktic
459,"Bosch Bsh Fclg Giengen Serija 6, Apačioje montuojamas šaldytuvas su šaldiklio skyriumi, 82 x 60 cm, švelniai uždaromas plokščias vyris KUL22ADD0",530.09,,Įmontuojami,D,,Balta,93.0,Su kamera viduje,82.0,,,,,Bosch
460,Šaldytuvas BEKO BCHA275K41SN,429.99,Beko,Įmontuojami,E,,Balta,193.0,Šaldytuvas-Šaldytuvas,177.5,540 mm,545 mm,,,Beko
461,Šaldytuvas Snaigė FR27SM-PRC30E3,439,Snaigė,Laisvai pastatomos,E,Mechaninis,Kreminis,194.0,Fridge with top freezer,172.5,56.0,63.0,195,C,Snaigė
462,Šaldytuvas BEKO B1RCNA364XB,435.99,Beko,Laisvai statomi,E,,Pilka,316.0,Šaldytuvas-Šaldytuvas,186.5,595 mm,663 mm,,,Beko
463,Bosch | Šaldytuvas | KIL82VFE0 | Energy efficiency class E | Built-in | Larder | Height 177.2 cm | Šaldytuvas net capacity 246 L | Šaldiklis net capacity 34 L | Ekranas | 35 dB | Baltas,859.99,Bosch,Pastatytas,E,Internal touch control LCD,Balta,246.0,Fridge with freezer inside,177.2,55.8,54.8,177,B,Bosch
464,Šaldytuvas Gorenje R619EABK6,542.47,Gorenje,Laisvai pastatomos,E,External electronic control,Juoda,398.0,Fridge without freezer,185.0,59.5,66.3,123,C,Gorenje
465,"Bsh Fclwr Wroclaw Serija 4, Laisvai statomas šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 203 x 60 cm, Baltas KGN397WCT",849.89,,Laisvai statomi,C,,Balta,363.0,Su kamera apačioje,203.0,,,,,Bsh Fclwr Wroclaw
466,Šaldytuvas Bosch KGV36VIEAS,543.98,,Laisvai statomi,E,,Sidabrinė,308.0,Su kamera apačioje,186.0,,,,,Bosch
467,Šaldytuvas Snaigė FR24SM-PRJ30E3,419.99,Snaigė,Laisvai pastatomos,E,Mechaninis,Juoda,209.0,Fridge with top freezer,147.5,56.0,63.0,184,C,Snaigė
468,"Bsh Fclwr Wroclaw Šaldytuvas Bosch, NF KGN36VXCT",727.37,,Laisvai statomi,C,,Pilka,321.0,Su kamera apačioje,186.0,,,,,Bsh Fclwr Wroclaw
469,Šaldytuvas Liebherr ICe 5103 Pure,1059.99,Liebherr,Įmontuojami,E,,Balta,264.0,Su kamera apačioje,177.0,,,,,Liebherr
470,"Šaldytuvas MPM MPM-46-CJ-05, Sidabrinės spalvos",119.99,MPM,Laisvai statomi,E,,Sidabrinė,45.0,Su kamera viduje,50.0,,,,,MPM
471,Šaldytuvas Severin DT 8762,409.99,Severin,Laisvai statomi,E,,Pilka,165.0,Su kamera viršuje,143.4,0.59,0.57,,,Severin
472,"Šaldytuvas Šaldymo vitrina 6 x GN 1/3, 140 cm - Hendi",825.99,Hendi,,,,,,Vitrina,140.0,,,,,Hendi
473,Šaldytuvas Luxpol LCP- 85C,179.99,Luxpol,Laisvai statomi,F,,Juoda,90.0,Laisvai pastatomas,,48,45,,,Luxpol
474,Amica šaldytuvas-šaldiklis FK2695.2FTX(E),499.99,Amica,Laisvai statomi,E,,Nerūdijantis plienas,161.0,Laisvai pastatomas,170.0,54,57.6,,,Amica
475,"Samsung RB38C635ES9 Šaldytuvas su šaldikliu apačioje, 386 l",835.99,Samsung,,,,,386.0,Su kamera apačioje,,,,,,Samsung
476,Amica šaldytuvas-šaldiklis FM135.4(E),219.99,Amica,Laisvai statomi,b,,Balta,77.0,Laisvai pastatomas,,52.00,50,,,Amica
477,Polar šaldytuvas-šaldiklis POB702EX NetNet,325.99,Polar,Laisvai statomi,E,,Nerūdijantis plienas,197.0,Laisvai pastatomas,176.3,59.5,65.5,,,Polar
478,"Bosch Bsh Fclg Giengen Serija 2, Įmontuojamasis šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 177.2 x 54.1 cm, slankiojantis vyris KIV87NSE0",650.66,,Įmontuojami,E,,Balta,270.0,Su kamera apačioje,177.2,,,,,Bosch
479,Šaldytuvas Snaigė FR27SM-PRR50E3,435.99,Snaigė,Laisvai pastatomos,E,Mechaninis,Raudona,252.0,Fridge with top freezer,172.5,56.0,63.0,195,C,Snaigė
480,ŠALDYTUVAS ĮM BCHA275K4SN BEKO,392.48,Beko,Įmontuojami,E,,,262.0,Su kamera apačioje,177.5,,,,,Beko
481,Šaldytuvas Electrolux LNT7ME32M2,695.03,Electrolux,Laisvai pastatomos,E,Internal touch control LCD,Black (Glass),331.0,Šaldytuvas su apatiniu šaldikliu,186.0,59.5,66.2,250,C,Electrolux
482,Šaldytuvas MPM CHŁODZIARKO Šaldiklis MPM 200 CJ 29 E BALTA 55/122/57,255.99,MPM,Laisvai statomi,E,,Balta,,,122.0,,,,,MPM
483,Candy | Šaldytuvas | CCT3L517EW | Energy efficiency class E | Free standing | Combi | Height 176 cm | Šaldytuvas net capacity 186 L | Šaldiklis net capacity 74 L | Ekranas | 39 dB | Baltas,309.99,Candy,Laisvai statomi,E,,Balta,186.0,Laisvai pastatomas,176.0,55,54.5,,,Candy
484,Šaldytuvas Samsung BRB26705FWW,691.05,Samsung,Įmontuojami,F,,Balta,276.0,Su kamera apačioje,177.0,,,,,Samsung
485,Laisvai pastatomas šaldytuvas su „BioFresh“ LIEBHERR RBe 5220 Plus BioFresh,1429.99,Liebherr,Laisvai pastatomos,E,Internal touch control LCD,Balta,382.0,Fridge without freezer,185.5,59.7,67.5,158,C,Liebherr
486,Šaldytuvas AEG OSC6N181ES,729,AEG,Pastatytas,E,Vidinis elektroninis valdymas,Balta,195.0,Šaldytuvas su apatiniu šaldikliu,177.2,54.6,54.9,216,B,AEG
487,"Šaldytuvas Bosch KSV36VLDP 4 serija, Nerūdijančio plieno efektas",729.49,,Laisvai statomi,A+++,,Sidabrinė,346.0,Su kamera viduje,186.0,,,,,Bosch
488,Šaldytuvas LG GBB61SWHMN,475.94,LG,Laisvai pastatomos,E,External touch control LCD,Balta,341.0,Šaldytuvas su apatiniu šaldikliu,186.0,59.5,68.2,253,C,LG
489,Šaldytuvas Liebherr ZKes 453 Humidor,2649.99,Liebherr,Laisvai statomi,,jutiklinis ekranas „Touch“,Sidabrinė,43.0,Vitrina,61.2,,,,,Liebherr
490,Šaldytuvas AEG SCB819F8FS,687.99,AEG,Pastatytas,F,Internal touch control LCD,Balta,216.0,Šaldytuvas su apatiniu šaldikliu,188.4,54.6,54.9,274,B,AEG
491,Šaldytuvas Severin RKG 8933,535.99,Severin,Laisvai statomi,A++,,"Kreminė

Ruda",206.0,Su kamera viršuje,14.6,"61,5 mm",55 mm,172 kWh,,Severin
492,Šaldytuvas Caso | Dry aging cabinet with compressor technology | DryAged Master 380 Pro | Energy efficiency class Not apply | Free standing | Bottles capacity Not apply | Cooling type Compressor technology | Nerūdijantis plienas,2699.99,Caso,Laisvai statomi,,,Pilka,380.0,,186.0,,,,,Caso
493,Hotpoint ARISTON Kombinuotas Šaldytuvas - Hotpoint HAC20 T323,679.99,Hotpoint ARISTON,Įmontuojami,D,,Netaikoma,212.0,Pastatas,193.5,54,54.5,,,Hotpoint ARISTON
494,"Bosch KGN36VLED Serie | 4, Laisvai statomas šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 186 x 60 cm, inox-look",815.99,,Laisvai statomi,A++,,Sidabrinė,324.0,Su kamera apačioje,186.0,,,,,Bosch
495,MPM MPM-30-MBS-06/L Šaldytuvas,179.99,MPM,Laisvai statomi,F,,Juoda,6.0,Laisvai pastatomas,,45.00,43,,,MPM
496,Šaldytuvas Samsung RB38C7B6AB1/EF,1105.99,Samsung,Laisvai pastatoma,A,,Juoda,387.0,Su kamera apačioje,203.0,59.5,65.8,,,Samsung
497,Šaldytuvas Samsung RB38C600EB1,679.99,Samsung,Laisvai statomi,E,,grafito plieno,276.0,Laisvai pastatomas,,59.5,65.8,,,Samsung
498,Šaldytuvas Beko BCNA254E43SN,619.37,Beko,Pastatytas,E,Elektroninė su LCD,Balta,185.0,Šaldytuvas su apatiniu šaldikliu,177.5,54.0,54.5,225,C,Beko
499,Beko INDESIT | Šaldytuvas | LI6 S2E S | Energy efficiency class E | Free standing | Combi | Height 158.8 cm | Šaldytuvas net capacity 197 L | Šaldiklis net capacity 75 L | 39 dB | Sidabrinis,296.21,Beko,Laisvai statomi,E,,Pilka,197.0,Šaldytuvas-Šaldytuvas,158.8,595 mm,655 mm,,,Beko
500,LIEBHERR ICSe 5103 Įmontuojamas šaldytuvas-šaldiklis,969.99,Liebherr,Pastatytas,E,Internal touch control LCD,Balta,183.0,Šaldytuvas su apatiniu šaldikliu,177.2,56.0,55.0,228,B,Liebherr
501,Šaldytuvas Gorenje ONRK619DR,754.02,Gorenje,Laisvai pastatomos,D,Internal touch control LCD,Raudona,204.0,Šaldytuvas su apatiniu šaldikliu,194.0,60.0,66.1,192,C,Gorenje
502,Šaldytuvas Gorenje RK4182PW4,325.99,Gorenje,Laisvai pastatomos,E,Mechaninis,Balta,269.0,Šaldytuvas su apatiniu šaldikliu,180.0,55.0,55.7,210,C,Gorenje
503,Šaldytuvas Electrolux LNG7TE18S,675.39,Electrolux,Pastatytas,E,Touch control with LCD,Balta,253.0,Šaldytuvas su apatiniu šaldikliu,177.2,56.0,55.0,216,C,Electrolux
504,Šaldytuvas vynui Whirlpool ADN231,919.99,Whirlpool,Laisvai statomi,,,,,,,,,,,Whirlpool
505,"Bsh Fclg Giengen Serija 6, Apačioje montuojamas šaldytuvas, 82 x 60 cm, švelniai uždaromas plokščias vyris KUR21ADE0",559.99,,Įmontuojami,E,,Balta,134.0,Mini,82.0,,,,,Bsh Fclg Giengen
506,Beko šaldytuvas-šaldiklis RCNT375I40XBN,398.90,Beko,Laisvai statomi,E,,platina,375.0,Laisvai pastatomas,185.0,60,67,,,Beko
507,Candy | Šaldytuvas | CHASD4351EBC | Energy efficiency class E | Free standing | Larder | Height 51 cm | Šaldytuvas net capacity 42 L | 37 dB | Juodas,115.99,Candy,Laisvai statomi,E,,Juoda,42.0,Šaldytuvas,51.0,452 mm,479 mm,,,Candy
508,Šaldytuvas Hisense 180cm NF,387.54,Hisense,Laisvai pastatoma,E,,Pilka,255.0,Su kamera apačioje,180.0,55.0,56.3,,,Hisense
509,Šaldytuvas AEG TSC8M191CS,1148.29,AEG,Pastatytas,C,Touch control with LCD,Balta,207.0,Šaldytuvas su apatiniu šaldikliu,189.4,56.0,55.0,138,B,AEG
510,"Šaldytuvas Arktic Šaldymo vitrina su Led apšvietimu 5 x GN 1/2 190 W, juoda/skaidri",1145.99,Arktic,,,,,,,,,,,,Arktic
511,Įmontuojamas šaldytuvas Bosch KIF87SDB0,1609.99,Bosch,,,,,,,,,,,,Bosch
512,Šaldytuvas Liebherr ICBdi 5182 Peak BioFresh,2069.99,Liebherr,Įmontuojami,D,,,,Su kamera apačioje,1.829,,,,,Liebherr
513,Goddess Šaldytuvas | GODRDD0144GW8AE | Energy efficiency class E | Free standing | Double Door | Height 145 cm | Šaldytuvas net capacity 171 L | Šaldiklis net capacity 42 L | 41 dB | Baltas,265.99,Goddess,Laisvai statomi,E,,Balta,213.0,Su kamera viršuje,145.0,,,,,Goddess
514,Hoover Imontuojamas šaldytuvas HOBT3518EW,569.99,Hoover,Įmontuojami,E,,,186.0,Su kamera apačioje,,,,,,Hoover
515,"Bosch KGN36XLEQ Serie | 4, Laisvai statomas šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 186 x 60 cm, inox-look",749.99,,Laisvai statomi,E,,Sidabrinė,357.0,Su kamera apačioje,186.0,,,,,Bosch
516,Šaldytuvas Severin RKG 8997,1069.99,Severin,Laisvai statomi,E,,Raudona,,Su kamera apačioje,194.3,,,,,Severin
517,Candy | COT1S45FW | Šaldytuvas | Energy efficiency class F | Free standing | Larder | Height 84 cm | Šaldytuvas net capacity 91 L | Šaldiklis net capacity 15 L | 39 dB | Baltas,219.99,,Laisvai statomi,F,,Balta,106.0,Su kamera viduje,84.0,,,,,Candy
518,Šaldytuvas Kernau KFR 08255 W,239.99,Kernau,,E,,,95.0,"Mini

Su kamera viduje",85.0,,,,,Kernau
519,"Bosch KIL82VFF0 Serie | 4, Įmontuojamasis šaldytuvas su šaldiklio skyriumi, 177.5 x 56 cm",839.99,Bosch,Pilnai įmontuojama,A++,,Balta,286.0,Su kamera viduje,177.5,,,,,Bosch
520,Šaldytuvas Liebherr IRBd 4020 Plus BioFresh,989.99,Liebherr,Įmontuojami,D,,Balta,156.0,Be kameros,1.081,,,,,Liebherr
521,Šaldytuvas GUZZANTI GZ-340A,415.99,GUZZANTI,,F,,Balta,340.0,Be kameros,170.0,,,,,GUZZANTI
522,Šaldytuvas Liebherr IRBSe 5121 Plus BioFresh,1129.99,Liebherr,Įmontuojami,E,,Balta,275.0,Su kamera viduje,1.829,,,,,Liebherr
523,"Šaldytuvas Gastronominis šaldymo stalas su granitiniu stalviršiu, 390 l",1795.99,,,,,,,Vitrina,,,,,,Hendi
524,Šaldytuvas Siemens Siemens šaldytuvas / šaldiklio derinys KG39NKCF IQ500 C sidabro,1509.99,Siemens,,,,,,,,,,,,
525,Šaldytuvas Royal Catering Šaldymo vitrina su stikline apsauga GN 1/4 talpoms,765.99,Royal Catering,,D,,Pilka,363.0,Su kamera apačioje,203.0,,,,,Siemens
526,Šaldytuvas VOX KK2520E,269,VOX,,,,Sidabrinė,40.0,Mini,,,,,,Royal Catering
527,Šaldytuvas AEG TSC9V18WCC,1184.99,AEG,Laisvai statomi,E,,,146.0,Su kamera apačioje,,,,,,VOX
528,Šaldytuvas Severin DT 8761,409.99,Severin,Įmontuojami,,,Balta,,Su kamera apačioje,,,,,,AEG
529,"Šaldytuvas Royal Catering Šaldymo vitrina su stikline apsauga 7x GN1/4, 160cm",849.99,Royal Catering,Laisvai statomi,E,,Sidabrinė,165.0,Su kamera viršuje,143.4,,,,,Severin
530,"Šaldytuvas Šaldymo stalas su 2 kameromis ir 7 stalčiais, ant ratukų",2409.99,,,,,,45.0,Mini,160.0,,,,,Royal Catering
531,ETA | Šaldytuvas | ETA253790020E Storio | Energy efficiency class E | Free standing | Larder | Height 90 cm | Šaldytuvas net capacity 92 L | Šaldiklis net capacity 18 L | 38 dB | Juodas,399.99,Eta,,,,,,,,,,,,
532,Šaldytuvas Whirlpool W 390 FO Frost Out säiliöpakastin,449.99,Whirlpool,Laisvai statomi,E,,Juoda,92.0,Šaldytuvai su šaldymo kamera,90.0,,,,,Eta
533,Šaldytuvas su šaldikliu apačioje ETA275090010E No Frost inox 180 cm,369.99,ETA,,,,,,,,1.5,0.7,,,Whirlpool
534,ETA | Šaldytuvas | ETA253290020E Storio retro | Energy efficiency class E | Free standing | Combi | Height 192 cm | Šaldytuvas net capacity 216 L | Šaldiklis net capacity 84 L | 41 dB | Juodas,885.99,Eta,Laisvai statomi,E,,Sidabrinė,182.0,Šaldytuvai su šaldikliu apačioje,,,,,,ETA
535,Šaldytuvas Electrolux LRT6ME38W1,604.99,Electrolux,Laisvai statomi,E,,Juoda,300.0,Šaldytuvai su šaldikliu apačioje,192.0,,,,,Eta
536,"Šaldytuvas Electrolux LUT6NE28W1 kaappipakastin, valkoinen",665.99,Electrolux,,,,Balta,,Be kameros,,,,,,Electrolux
537,LIEBHERR SBNes 4285 Šaldytuvas-šaldiklis ( SBSes 8483 dalis),1879.99,Liebherr,,,,Balta,,Be kameros,191.6,0.66,0.75,,,Electrolux
538,LIEBHERR ICBNd 5173 Peak BioFresh NoFrost Įmontuojamas šaldytuvas-šaldiklis,2545.99,Liebherr,Laisvai statomi,D,Jutiklinė elektronika,Sidabrinė,562.0,Su kamera apačioje,185.0,,,,,Liebherr
539,Šaldytuvas Siemens KI86SHDD0,1206.88,Siemens,Įmontuojami,D,,,169.0,Su kamera apačioje,177.0,,,,,Liebherr
540,LIEBHERR Re 1400 Pure Šaldytuvas,369.99,Liebherr,Įmontuojami,D,,,260.0,Su kamera apačioje,177.0,,,,,Siemens
541,Šaldytuvas Samsung RB33J3515S9/EF,497.90,Samsung,Laisvai pastatomos,,Vidinis elektroninis valdymas,Balta,,Fridge without freezer,85.0,55.0,60.72,90,B,Liebherr
542,LIEBHERR IRf 3900 Įmontuojamas šaldytuvas,815.99,Liebherr,,E,,Nerūdijantis plienas,339.0,Su kamera,185,,,,,Samsung
543,Šaldytuvas Gastronominis šaldymo stalas,2045.99,,Įmontuojami,F,,Balta,137.0,Be kameros,0.931,,,,,Liebherr
544,"Šaldytuvas Royal Catering Šaldymo spinta nuo -2 iki 8°C, 1168L, dviguba, nerūdijantis plienas",3312.81,Royal Catering,,,,,,,,,,,,
545,Šaldytuvas Snaigė CD40DC-S3022E,678.81,Snaigė,Įmontuojami,b,,Pilka,1168.0,,,,,,,Royal Catering
546,"Šaldytuvas Šaldymo vitrina 9 x GN 1/3, 200 cm pločio - Hendi",999.99,Hendi,Laisvai pastatomos,E,Elektroninis,Balta,360.0,Vitrina,202.5,60.0,60.0,1028,,Snaigė
547,Bosch šaldytuvas-šaldiklis KIS86AFE0,843.39,Bosch,,,,Sidabrinė,,Vitrina,200.0,,,,,Hendi
548,"Candy Šaldytuvas | CNCQ2T518EX | Energijos vartojimo efektyvumo klasė E | Laisvai stovintis | Kombinuotas | Aukštis 182,5 cm | No Frost sistema | Šaldytuvas neto talpa 197 L | Šaldiklis neto talpa 82 L | 38 dB | Nerūdijantis plienas",339.99,Candy,,E,,Balta,191.0,Pastatas,118.4,55.8,54.5,,,Bosch
549,Amica šaldytuvas-šaldiklis BK3055.6NFM(E),589.99,Amica,Laisvai statomi,E,,Pilka,197.0,Su kamera apačioje,182.5,,,,,Candy
550,Samsung šaldytuvas-šaldiklis RB38C672ESA NetNet,639.99,Samsung,Laisvai statomi,E,,Netaikoma,177.0,Pastatas,176.9,54,55,,,Amica
551,Hotpoint ARISTON Šaldytuvas - Hotpoint Ha SP70 T121,789.99,Hotpoint ARISTON,Laisvai statomi,E,,metalinis grafitas,276.0,Laisvai pastatomas,,59.5,65.8,,,Samsung
552,Indesit šaldytuvas-šaldiklis INC18T112,509.99,Indesit,Įmontuojami,E,,Netaikoma,295.0,Pastatas,193.5,69,55.1,,,Hotpoint ARISTON
553,Candy Šaldytuvas | CM4SE68W | Energy efficiency class E | Built-in | Larder | Height 82.6 cm | Šaldytuvas net capacity 95 L | Šaldiklis net capacity 16 L | 40 dB | Baltas,275.99,Candy,Įmontuojami,E,,Netaikoma,182.0,Pastatas,177.0,54,54.5,,,Indesit
554,Toshiba šaldytuvas-šaldiklis GR-RB449WE balta,459.99,Toshiba,Laisvai statomi,E,,Balta,95.0,Pastatas,82.6,59.6,55.6,,,Candy
555,Amica šaldytuvas-šaldiklis fk2425.4untx(e),379.99,Amica,Laisvai statomi,E,,Balta,216.0,Laisvai pastatomas,185.5,65.00,66,,,Toshiba
556,Įmontuojamas šaldytuvas Bosch KIF81HOD0,1969.99,Bosch,Laisvai statomi,E,,Nerūdijantis plienas,153.0,Laisvai pastatomas,159.3,54,55,,,Amica
557,"Šaldytuvas Electrolux LNB1LE34XR 500-sarjan jääkaappipakastin, teräs",528.99,Electrolux,,,,Balta,,,"177,2",,,,,Bosch
558,"Šaldytuvas Gram KF 411862 N-2 jääkaappipakastin, valkoinen",499.99,Gram,,,,,,Su kamera apačioje,192.0,0.7,0.8,,,Electrolux
559,"Šaldytuvas Ströme HD-449RWEN/WH jääkaappipakastin, valkoinen",429.99,Ströme,,,,Balta,,Su kamera apačioje,190.0,0.7,0.7,,,Gram
560,"Šaldytuvas Prekybinė šaldymo dėžė, 355 L",1159.99,,,,,,,,,0.57,0.58,,,Ströme
561,Šaldytuvas MPM-246-CJ-26,269.99,MPM,,,,,,,,,,,,
562,"Šaldytuvas Electrolux LNT6ME32U2 600-sarjan jääkaappipakastin, teräs",589.99,Electrolux,Laisvai statomi,E,,Juoda,242.0,Laisvai pastatomas,143.0,55,56,,,MPM
563,"Šaldytuvas LG GBV3100ESW jääkaappipakastin, valkoinen",475.99,LG,,,,,,Su kamera apačioje,190.0,0.6,0.6,,,Electrolux
564,Šaldytuvas Whirlpool ARG180702,535.99,Whirlpool,,,,Balta,,Su kamera apačioje,186,,,,,LG
565,"Šaldytuvas Siemens KS36VVWDP iQ300 jääkaappi, valkoinen",699.99,Siemens,,,,,,,,0.6,0.6,,,Whirlpool
566,Šaldytuvas Liebherr ICNd 5133,1694.99,Liebherr,,,,Balta,346.0,Su kamera apačioje,,0.6,0.6,,,Siemens
567,Šaldytuvas Liebherr IRBci 5150,2048.99,Liebherr,Pastatytas,D,Internal touch control LCD,Balta,183.0,Šaldytuvas su apatiniu šaldikliu,177.0,55.9,54.6,183,B,Liebherr
568,"Šaldytuvas Whirlpool WNF 821 E X jääkaappipakastin, teräs",601.89,Whirlpool,Pastatytas,C,Internal touch control LCD,Balta,296.0,Fridge without freezer,177.0,55.9,54.6,100,B,Liebherr
569,Šaldytuvas Liebherr IRBd 5171,2249.99,Liebherr,,,,,,Su kamera apačioje,,0.73,0.64,,,Whirlpool
