id,title,price,brand,Combined_remas,Combined_paskirtis,Combined_tipai,Combined_skersmuo,Combined_gears,Combined_gearsI
1454,El. Dviratis Myatu M1626,962.50,Myatu,"Aliuminis 20"" / 29 / L 20 ALLOY",Vyrams,,20,11,11
1455,"GZR Forzar-e SR sähköpyörä, 54 cm",1819.99,GZR,20.1,,,,,
1456,"Vienaratis, raudonos spalvos, 20 colių, reguliuojamas",94.07,vidaXL,Aliuminis 28 ALLOY,Moterims,,28,3,3
1457,"Dviratis Cube Access WS Race 29 sagemetallic'n'petrol 2023-20"" / 29 / L (Dydis: 20"" / 29 / L)",868.90,Cube,,,,,7,7
1458,"Fiksuotos pavaros dviratis, juodas ir oranžinis, 700c, 51cm",256.66,vidaXL,,,,,,
1459,"Dviratis AZIMUT Sarema ALU 28"" 3-speed 2023 light cream shiny",398.90,Azimut,,,,,,
1460,"Elektrinis dviratis Shengmilo MX06, 26"", 500W, 17,5Ah SAMSUNG, baltas",1614.99,Shengmilo,,,,,,
1461,"Elektrinis dviratis Cysum Teenager Hoody, 24"", 250W, 10Ah, žalias",1249.99,Cysum,,,,,,
1462,"Elektrinis dviratis Okai LyteCycle EB60 27.5"", 350W, 9,6Ah, juodas",1599.99,Okai,,,,,,
1463,"Elektrinis dviratis DUOTTS E26 Hybrid, 26"", 750W, 20Ah SAMSUNG, žalias",2399.99,Duotts,,Paaugliams,,26,,
1464,"Elektrinis dviratis Cysum Speedy, 27,5"", 500W, 14Ah, pilkas",1749.99,Cysum,,,,,,
1465,"Elektrinis dviratis Shengmilo MX03, 26"", 500W, 15Ah, mėlynas",1779.99,Shengmilo,,,,,,
1466,"Elektrinis dviratis Laifook Seeker S, 26"", 250W, 9Ah, smėlio spalvos",774.99,Laifook,,Paaugliams,,26,,
1467,"Elektrinis dviratis Hitway BK31, 28"", 250W, 13Ah, juodas",1199.99,Hitway,,,,,,
1468,"Elektrinis dviratis Laifook Dolphin 14"", 250W, 7,8Ah, juodas",599.99,Laifook,,,,,7,7
1469,"Elektrinis dviratis Laifook Seeker, 26"", 250W, 9Ah, baltas",774.99,Laifook,,,,,,
1470,"Elektrinis dviratis Cysum M900 Plus, 26"", 1000W, 17Ah Panasonic/LG, baltas",1999.99,Cysum,,,,,,
1471,"Elektrinis dviratis Samebike 20LVXD30-II, 20"", 350W, 10Ah, juodas",1099.99,Samebike,,,,,,
1472,"Elektrinis dviratis Cysum CityRun, 26"", 250W, 10Ah, baltas",799.99,Cysum,,,,,,
1473,"Elektrinis dviratis Cysum Panda, 27,5"", 500W, 14Ah, juodas",1749.99,Cysum,,,,,,
1474,"Elektrinis dviratis DYU A1F, 16"", 250W, 7,5Ah, juodas",552.49,DYU,"Aliuminis 15"" / S 15 ALLOY",,,,24,24
1475,"Elektrinis dviratis ENGWE M1, 20"", 250W, 15,6Ah, juodas",1199.99,Engwe,"ALLOY 19"" / L 19 ALLOY",,,,21,21
1476,"Elektrinis dviratis ENGWE M1, 20"", 250W, 28,6Ah, juodas",1399.99,Engwe,Aliuminis ALLOY,Vaikams,,24,7,7
1477,"Dviratis Romet Jolene 7.2 2024 violetinė-15"" / S (Dydis: 15"" / S)",442.13,Romet,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,28,24,24
1478,"Dviratis Romet Jolene 6.0 2024 baltas-mėlynas-žalias-19"" / L (Dydis: 19"" / L)",293.35,Romet,,,,,,
1479,Dviratis PUKY Skyride 24-7 Classic Alu retro žalias,689.99,Puky,"Aliuminis 17"" / M 17 ALLOY",,,,,
1480,"Dviratis Romet Orkan 3 D 2024 turquoise-baltas-sidabrinis-18"" / M (Dydis: 18"" / M)",475.82,Romet,ALLOY ALLOY,Vaikams,,,,
1481,"Niner RLT 2-star dviratis, Pilkas/Mėlyna, 56",2009.99,Niner,Aliuminis 50 cm / S ALLOY,,,,,
1482,"Dviratis Romet Rambler R7.0 LTD 2024 oranžinis-mėlynas-juodas-17"" / M (Dydis: 17"" / M)",419,Romet,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,28,3,3
1483,Dviratis PUKY LS-PRO 16 Alu mint žalias/anthracite,399.99,Puky,Aliuminis ALLOY,Vaikams,,,,
1484,Dviratis Romet Huragan 2 2023 juodas-auksinis-50 cm / S (Dydis: 50 cm / S),672.32,Romet,"Aliuminis 19"" / L 19 ALLOY",,,,9,9
1485,"Dviratis Romet Pop Art Eco 28"" Alu 2022 juodas-18"" / M (Dydis: 18"" / M)",349.50,Romet,"Aliuminis 21"" / L 21 ALLOY",Paaugliams,,27,24,24
1486,Dviratis Dviratis Cube Acid 200 lightolive'n'oranžinis 2025,399,Cube,,Moterims,,,,
1487,"Dviratis Romet Mustang M2 2024 pilkas-red-19"" / L (Dydis: 19"" / L)",659,Romet,"Aliuminis 21"" / XL 21 ALLOY",,,21,12,12
1488,"Dviratis Romet Wagant 5 2024 sidabrinis-pilkas-21"" / L (Dydis: 21"" / L)",517.93,Romet,"Aliuminis 18"" / L 18 ALLOY",,,,16,16
1489,"Insera Classic 3-v -polkupyörä, punainen, 50 cm",349.99,Insera,"ALLOY 23"" / XL 23 ALLOY",Vyrams,,28,7,7
1490,"Elektrinis dviratis Cube Reaction Hybrid Race 750 29 pilkas'n'metal 2024-21"" / XL (Dydis: 21"" / XL)",3799,Cube,Aliuminis 8.7 Plienas,Vaikams,,12,1,1 1
1491,"Dviratis Romet Rambler FIT 26 2024 cherry-sidabrinis-18"" / L (Dydis: 18"" / L)",419.68,Romet,Aliuminis L(18.5) 18.5 ALLOY,Vyrams,,29,16,16
1492,"Dviratis Romet Wagant 4 28"" 2023 žalias-graphite-23"" / XL (Dydis: 23"" / XL)",461.78,Romet,Aliuminis ALLOY,Vaikams,,,7,7
1493,"Mėlyna Dviratis berniukui Toimsa Mėlyna Ice 12'' 22 cm, juodas/mėlynas",233.50,Toimsa,"Aliuminis 21"" / XL 21 ALLOY",,,21,21,21
1494,Dviratis Merida BIG.NINE 20-2X matt dark sidabrinis-L(18.5) (Dydis: L(18.5)),546,Merida,Aliuminis 51 cm / XL ALLOY,,,,,
1495,Dviratis Romet Rambler DIRT 24 2024 juodas-mėlynas,307.39,Romet,Aliuminis 46 cm / XS ALLOY,Vaikams,,,7,7
1496,"Dviratis Romet Orkan M 2024 juodas-auksinis-21"" / XL (Dydis: 21"" / XL)",349.50,Romet,"Aliuminis 19"" 19 ALLOY",,,19,,
1497,Dviratis Merida Big.Nine 20 VI1 teal-mėlynas(lime)-51 cm / XL (Dydis: 51 cm / XL),679,Merida,"Aliuminis 23"" 23 ALLOY",,,23,,
1498,Elektrinis dviratis Cube Supreme Hybrid ONE 400 Easy Entry pilkas'n'pilkas 2023-46 cm / XS (Dydis: 46 cm / XS),1865.38,Cube,HI-TEN STEEL 17 HI-TEN STEEL,Moterims,,28,7,7
1499,"Dviratis Unibike Voyager LDS 2024 titan-19"" (Dydis: 19"")",899,Unibike,HI-TEN STEEL HI-TEN STEEL,Vaikams,,,1,1
1500,"Dviratis Unibike Fusion 29 2024 graphite-23"" (Dydis: 23"")",869,Unibike,HI-TEN STEEL 17 HI-TEN STEEL,Moterims,,28,3,3
1501,"Dviratis AZIMUT Vintage TX-7 28"" 2023 burgund-cream shiny",319,Azimut,"Aliuminis 19"" / L 19 ALLOY",,,,12,12
1502,Dviratis Karbon Kitty 18 pink-baltas,198,Karbon,Aliuminis 54 cm / M ALLOY,Moterims,,,9,9
1503,"Dviratis AZIMUT Vintage 28"" 3-speed 2023 baltas-pink shiny",349,Azimut,HI-TEN STEEL HI-TEN STEEL,Paaugliams,,28,1,1
1504,"Elektrinis dviratis Cube Reaction Hybrid Race 625 29 olive'n'žalias 2024-19"" / L (Dydis: 19"" / L)",3599,Cube,"Aliuminis 17"" / M 17 ALLOY",,,,21,21
1505,Elektrinis dviratis Cube Nuride Hybrid Performance 500 Allroad Trapeze graphite'n'juodas 2023-54 cm / M (Dydis: 54 cm / M),2033.82,Cube,,,,,,
1506,"Dviratis AZIMUT Classic 28"" 2023 mint",218,Azimut,Aliuminis 50 cm / XS ALLOY,,,,11,11
1507,"Dviratis Romet Jolene 7.0 2024 mėlynas-pink-17"" / M (Dydis: 17"" / M)",349.50,Romet,"ALLOY 19"" / 29 / L 19 ALLOY",,,19,12,12
1508,"Giant Trance X 29 1 -maastopyörä, L",3149.99,Giant,HI-TEN STEEL HI-TEN STEEL,,,,6,6
1509,Dviratis Cube Nuroad Race FE pilkas'n'juodas 2023-50 cm / XS (Dydis: 50 cm / XS),1542.56,Cube,"Aliuminis 16"" / S 16 ALLOY",,,,8,8
1510,"Elektrinis dviratis Cube Reaction Hybrid Race 625 29 pilkas'n'metal 2023-19"" / 29 / L (Dydis: 19"" / 29 / L)",2805.80,Cube,Aliuminis ALLOY,Vaikams,,,,
1511,Dviratis Romet Wigry Eco 2024 juodas,389,Romet,"Aliuminis 19"" / L 19 ALLOY",,,,12,12
1512,"Dviratis Cube Aim Allroad 27.5 navyblack'n'mėlynas 2024-16"" / S (Dydis: 16"" / S)",729,Cube,"Aliuminis 15"" / S 15 ALLOY",,,,21,21
1513,Dviratis Dviratis Cube Acid 200 Disc pistachio'n'oranžinis 2025,479,Cube,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,27,24,24
1514,"Elektrinis dviratis Cube Reaction Hybrid Race 750 29 pilkas'n'metal 2024-19"" / L (Dydis: 19"" / L)",3799,Cube,Aliuminis 47 cm / S ALLOY,,,,,
1515,"Dviratis Romet Jolene 7.1 2024 dark mėlynas-15"" / S (Dydis: 15"" / S)",385.99,Romet,ALLOY,Paaugliams,,28,3,3
1516,"Dviratis Romet Wagant 5 2024 ruda-baltas-19"" / M (Dydis: 19"" / M)",517.93,Romet,,,,,,
1517,Dviratis Merida Crossway 100 III2 glossy juodas(sidabrinis)-47 cm / S (Dydis: 47 cm / S),749,Merida,ALLOY ALLOY,Vaikams,,,,
1518,"Dviratis Azimut Sarema ALU 28"" 3-speed 2021 light cream",345,Azimut,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,27,24,24
1519,"Author Solution 29'' dviratis, sidabrinis, 55cm",539.99,Author,"Aliuminis 17"" 17 ALLOY",,,17,,
1520,Dviratis PUKY LS-PRO 16 Alu ash mėlynas/anthracite,399.99,Puky,Aliuminis 56 cm / XXL ALLOY,,,,,
1521,"Dviratis Romet Wagant 5 2024 sidabrinis-pilkas-19"" / M (Dydis: 19"" / M)",517.93,Romet,"Aliuminis 20"" / 29 / L 20 ALLOY",,,20,9,9
1522,"Dviratis Unibike Vision LDS 2024 graphite-17"" (Dydis: 17"")",709,Unibike,"Aliuminis 19"" / L 19 ALLOY",,,,21,21
1523,Dviratis Merida Big.Nine 20 VI1 matt dark sidabrinis(sidabrinis)-56 cm / XXL (Dydis: 56 cm / XXL),679,Merida,,,,,,
1524,"Elektrinis dviratis Cube Reaction Hybrid Performance 625 Trapeze 29 metallicbrown'n'oranžinis 2023-20"" / 29 / L (Dydis: 20"" / 29 / L)",2174.18,Cube,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,28,21,21
1525,"Dviratis Romet Rambler R6.0 JR 2024 lemon-juodas-red-19"" / L (Dydis: 19"" / L)",293.35,Romet,Aliuminis M(51) 51 ALLOY,Paaugliams,,28,24,24
1526,Himiway C5 Pilkas,2039.99,Himiway,"Aliuminis 15"" / S 15 ALLOY",,,,21,21
1527,"Dviratis Romet Wagant 3 28"" 2022 juodas-auksinis-19"" / M (Dydis: 19"" / M)",377.57,Romet,Aliuminis ALLOY,,,,6,6
1528,Dviratis Merida CROSSWAY 20 juodas-M(51) (Dydis: M(51)),517.93,Merida,"CARBON 16"" / M 16 CARBON",,,,12,12
1529,"Dviratis Romet Jolene 7.0 2024 baltas-15"" / S (Dydis: 15"" / S)",449,Romet,Aliuminis ALLOY,Vaikams,,,,
1530,Dviratis Romet Jubilat Eco 2024 juodas,409,Romet,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,27,21,21
1531,"Elektrinis dviratis Cube AMS Hybrid ONE44 C:68X SLX 400X 29 deepcobalt'n'juodas 2025-16"" / M (Dydis: 16"" / M)",5999,Cube,"Aliuminis 23"" / XL 23 ALLOY",Paaugliams,,27,21,21
1532,"Dviratis Royal Baby BELT Lite 16"" lemon žalias",359,Royal Baby,"Aliuminis 20"" / L 20 ALLOY",Vyrams,,,,
1533,"Dviratis Romet Wagant 2 2024 pilkas-graphite-19"" / M (Dydis: 19"" / M)",411.25,Romet,Aliuminis 50 cm / S ALLOY,,,,9,9
1534,"Dviratis Romet Wagant 1 2024 sidabrinis-mėlynas-23"" / XL (Dydis: 23"" / XL)",377.57,Romet,"CARBON 17"" / L 17 CARBON",,,,12,12
1535,"Dviratis Romet Rambler R9.3 29"" 2023 baltas-auksinis-20"" / L (Dydis: 20"" / L)",447.75,Romet,Aliuminis 55 cm / L ALLOY,,,,,
1536,Elektrinis dviratis Cube Nuride Hybrid Performance 625 Allroad Easy Entry graphite'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),2244.36,Cube,Aliuminis 43 cm / M ALLOY,,,,,
1537,"Elektrinis dviratis Cube AMS Hybrid ONE44 C:68X TM 400X 29 swampgrey'n'purplereflex 2025-17"" / L (Dydis: 17"" / L)",6499,Cube,"Aliuminis 19"" / L 19 ALLOY",,,,21,21
1538,Dviratis Merida Crossway 20 III1 juodas(sidabrinis)-55 cm / L (Dydis: 55 cm / L),669,Merida,Aliuminis ALLOY,Vaikams,,,1,1
1539,Dviratis Merida Matts 70 I1 oranžinis(red)-43 cm / M (Dydis: 43 cm / M),799,Merida,Aliuminis 37 cm / S ALLOY,,,,,
1540,"Dviratis Romet Rambler R6.2 2024 red-baltas-pilkas-19"" / L (Dydis: 19"" / L)",349.50,Romet,Aliuminis 37 cm / S ALLOY,,,,,
1541,Dviratis Dviratis Cube Numove 180 flashwhite'n'pink 2025,479,Cube,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,28,8,8
1542,Dviratis Merida Big.Nine 20 VI1 matt dark sidabrinis(sidabrinis)-37 cm / S (Dydis: 37 cm / S),679,Merida,"ALLOY 21"" / L 21 ALLOY",Paaugliams,,27,7,7
1543,Dviratis Merida Big.Nine 20 VI1 teal-mėlynas(lime)-37 cm / S (Dydis: 37 cm / S),679,Merida,Plieninis,,,29,"Shimano Tourney RD-TY21, 21 pavarų Shimano SL-RS35 Revoshift, 3x7",3
1544,"Dviratis Romet Orkan 3 D 2024 graphite-juodas-copper-20"" / L (Dydis: 20"" / L)",475.82,Romet,"Aliuminis 14"" / 27.5 / XS 14 ALLOY",Paaugliams,,14,18,18
1545,"Dviratis Romet Wagant 1 2024 juodas-red-21"" / L (Dydis: 21"" / L)",377.57,Romet,Aliuminis S(47) 47 ALLOY,Paaugliams,,28,30,30
1546,Dviratis 29 CLASSIC TEAM 29 21splue classic,487,CLASSIC,Aliuminis 34 cm / XS ALLOY,,,,,
1547,"Dviratis Cube Access WS Pro 27.5 galactic'n'juodas 2023-14"" / 27.5 / XS (Dydis: 14"" / 27.5 / XS)",672.32,Cube,Aliuminis 50 cm / S ALLOY,Moterims,,,9,9
1548,Dviratis Merida CROSSWAY 500 glossy juodas-S(47) (Dydis: S(47)),1019,Merida,Aliuminis 47 cm / L ALLOY,,,,,
1549,Dviratis Merida Big.Seven 20 VI1 baltas(violetinė)-34 cm / XS (Dydis: 34 cm / XS),669,Merida,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,,,
1550,Elektrinis dviratis Cube Nuride Hybrid Performance 625 Allroad graphite'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),2244.36,Cube,"Aliuminis 21"" / 29 / XL 21 ALLOY",,,21,12,12
1551,Dviratis Merida Big.Seven 15 I1 matt dark sidabrinis(sidabrinis)-47 cm / L (Dydis: 47 cm / L),599,Merida,Aliuminis ALLOY,Paaugliams,,26,3,3
1552,"Dviratis Romet Rambler R7.2 27.5"" 2023 navy mėlynas-19"" / L (Dydis: 19"" / L)",419.68,Romet,"ALLOY 20"" / L 20 ALLOY",,,,24,24
1553,"Elektrinis dviratis Cube Reaction Hybrid Race 625 29 olive'n'žalias 2023-21"" / 29 / XL (Dydis: 21"" / 29 / XL)",2805.80,Cube,"Aliuminis 19"" / L 19 ALLOY",,,,21,21
1554,"Dviratis Embassy Cherry ALU 26"" 3-speed 2024 sky mėlynas",599,Embassy,"Aliuminis 19"" 19 ALLOY",,,19,,
1555,"Dviratis Romet Rambler R9.3 2024 dark mėlynas-graphite-mėlynas-20"" / L (Dydis: 20"" / L)",489.86,Romet,Plieninis,Vaikams,,26,"Shimano Tourney, 7 pavarų Shimano RevoShift 7 greičių 7",7 1
1556,"Dviratis Romet Jolene 7.1 2024 dark mėlynas-19"" / L (Dydis: 19"" / L)",385.99,Romet,CRO-MO CRO-MO,Vaikams,,,1,1
1557,"Dviratis Unibike Shadow 29 2024 juodas-mėlynas-19"" (Dydis: 19"")",709,Unibike,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,28,,
1558,Dviratis 26 CLASSIC LADY SPORT 26 7sp 15 baltas classic,355,CLASSIC,Aliuminis ALLOY,Paaugliams,,,,
1559,"Dviratis S'COOL XtriX 40 1-speed BMX 20"" Chromoly dark pilkas-smėlio spalvos",389,Scool,,Vyrams,,,,
1560,"Dviratis Romet Orkan 3 D 28"" 2023 pilkas-sky mėlynas-20"" / L (Dydis: 20"" / L)",419.68,Romet,ALLOY ALLOY,Vaikams,,,,
1561,"Dviratis Romet Luiza Lux 26"" 2023 smėlio spalvos",489,Romet,,"Moterims
Vyrams",,,3,3
1562,"Giant Fathom E+ EX 29 -maastopyörä, XL, musta",3055.99,Giant,Aliuminis 19,Suaugusiems,,29,Shimano Acera RD-M3020 24 Shimano Tourney TY700 24,24 24
1563,Dviratis PUKY YOUKE 16-1 Alu ultramarineblue,443.10,Puky,,"Moterims
Vyrams",,,7,7
1564,"The-sliders Metro Baltas skoningas ir patogus, lankstymo dviratis, motoroleris 2in1",699.99,The Sliders,,,,,,
1565,"Dviratis Romet Rambler R9.2 29"" 2023 baltas-graphite-turquoise-19"" / L (Dydis: 19"" / L)",529.99,Romet,Aliuminis,Moterims,,,7,7
1566,"The-sliders Sulankstomas dviratį, motoroleris 2W1 Lite skoningas ir patogus, lankstymo Burgundy raudona",569.99,The Sliders,,,,,5,5
1567,"Beaster Scooter Karboninio rėmo dviratis, BS127B, juodas",1550.80,Beaster Scooter,Aliuminis Vyriškas​,,,28,"Shimano RD-M310 Shimano ST-EF500, 3x8-speed Išorinės",3
1568,"Beaster Scooter El. Dviratis BEASTER, BS107B",1041.70,Beaster Scooter,Aliuminis Vyriškas,,Vieta,26,Shimano Deore Shimano SL-M4100 Deore Išorinės,1
1569,"Beaster Scooter El. karboninio rėmo dviratis, BS125B, juodas, 250W",2601.70,Beaster Scooter,Aliuminis,,,29,Shimano Altus RD-M310,1
1570,Dviratis 28 BERGAMONT HORIZON 3 GENT pilkas bergamont,769,Bergamont,Aliuminis,,,27.5,"Shimano RD-TX800, 8 pavarų Shimano SL-M315, 3x8-speed, rapidfire plus-shifter",3
1571,Dviratis 26 TUNTURI E-MAX SE RIGID 26 tunturi,3349,Tunturi,,Apytikslis amžius 7-9 metų Vaikams,,24,Shimano Tourney TY200,
1572,Dviratis 29 CLASSIC PRO LADY 29 24k 29 classic,609.01,CLASSIC,Aliuminis,Vyrams,,"27.5 27,5",SHIMANO Altus RD-M310 SHIMANO ST-EF500,3
1573,"Dviratis 27,5 BERGAMONT REVOX 3 Mėlynas mėlynas bergamont",699,Bergamont,Aliuminis Moteriškas​,,,28,"Shimano Nexus, SG-C6001-8, coaster brake Shimano Nexus, SL-C6000, 8-speed Vidinės",1
1574,Dviratis 24 CLASSIC STAR 24 7s BOY classic,304,CLASSIC,Aliuminis Unisex,,Vieta,27.5,Shimano RD-M310 Shimano TX30 7 pavarų Išorinės,1
1575,"Dviratis 27,5"" Bulls Sharptail 1 Disc 24g žalias",749.95,Bulls,Aliuminis Vyriškas,Vyrams,Kalnų MTB,26,Shimano Tourney 7-speed Shimano Tourney 7 Išorinės,7 1
1576,Dviratis 28 BERGAMONT BELAMI N8 žalias bergamont,879,Bergamont,Aliuminis,,,29,"Shimano RD-M2000, 9 pavarų Shimano SL-M2010, 2x9-speed",2
1577,"Dviratis 27,5 LETS GO pilkas reid",1299,,Aliuminis Moteriškas​,,,28,"Shimano Nexus, SG-C3001-7, coaster brake Shimano Nexus, SL-C3000, 7-speed Vidinės",1
1578,Dviratis 26 elektrinis Engwe E26 1000Wh vyriškas juodas,1399,Engwe,Aliuminis Unisex,,Vieta,27.5,Shimano 9-speed Shimano 9-speed Išorinės,1
1579,Dviratis 29 BERGAMONT REVOX 4 FMN dark red bergamont,799,Bergamont,Aliuminis,,,29,"Shimano RD-TX800, 8 pavarų Shimano SL-M315, Rapidfire-Plus, 3x8",3
1580,Dviratis 28 BERGAMONT BELAMI N7 bergamont,779,Bergamont,Aliuminis Unisex,,Vieta,27.5,Bafang 3 lygio automatinė pavarų perjungimo sistema Bafang automatinė pavarų perjungimo sistema 3 Vidinės,3 1
1581,"Dviratis 27,5 elektrinis Engwe P275 ST balta/oranžinė",1449,Engwe,Aliuminis Vyriškas​,,,28,Shimano Nexus 7-speed Shimano Nexus SL-C3000 Vidinės,1
1582,Dviratis 29 BERGAMONT REVOX 3 FMN baltas bergamont,699,Bergamont,Aliuminis Unisex,,Sulankstomas,20,Shimano TY300 7 pavarų L-TWOO 7 pavarų trigeris Išorinės,1
1583,"Dviratis 27,5 elektrinis Engwe P275 Pro juodas/oranžinė",1599,Engwe,Aliuminis Vyriškas,,,28,"Shimano RD-M310 Shimano ST-EF500, 3x8-speed Išorinės",3
1584,Dviratis 28 BERGAMONT SUMMERVILLE N7 CB AUBERGINE bergamont,849,Bergamont,Aliuminis,Apytikslis amžius 7-9 metų,,,Shimano Tourney TY-300 Shimano Tourney TY-300,
1585,Dviratis 20 LETS FOLD pilkas reid,1199,,Aliuminis Moteriškas,Vyrams,Vieta,"28 28""",Shimano Nexus SG-C3001 Shimano Nexus SL-C3000-7 Revo Shifter Vidinės,1
1586,Dviratis 28 BERGAMONT HORIZON 3 AMSTERDAM bergamont,769,Bergamont,Aliuminis,Vaikams,,20,"Shimano Tourney, 7 pavaros Shimano Revo Shifter",
1587,Dviratis 24 CLASSIC AVENUE 24 ALU EQ baltas + ruda basket classic,487,CLASSIC,Plieninis,,,20.5 20,,
1588,"Dviratis 28"" Pegasus Avanti wave 7g lime",649.95,Pegasus,Plieninis,,,20 20,,1
1589,Dviratis 20 BERGAMONT BERGAMONSTER 20 PURPLE 20 lilac bergamont,439,Bergamont,Karboninis Vyriškas,Vyrams,,28 28,SHIMANO GRX RD-RX812 Shadow Plus SHIMANO GRX ST-RX600,1
1590,"Dviratis 20,5 HARO BMX INSPIRED 20,5 pink",469,HARO,Aliuminis Vyriškas,Vyrams,,28 28,SHIMANO GRX RD-RX812 SHIMANO GRX ST-RX600,1
1591,Dviratis 20 KHE BMX KHE CHRIS BÖHM SE juodas,439,KHE,Aliuminis Vyriškas,Vyrams,Vieta,29 29,"Shimano Alivio, 9 greičių Shimano Alivio Išorinės",1
1592,"Dviratis 28"" Bulls Machete Gravel vyr. 11g juodas",2599,Bulls,,,,,7,7
1593,"Dviratis 28"" Bulls Grinder 4 Gravel vyr. 11g t.violetinis",2199,Bulls,,,,,,
1594,"Dviratis 29"" elektrinis Bulls Allground EVO 500Wh vyr. 9g mėlynas",3599,Bulls,,,,,,
1595,"Elektrinis dviratis Fafrees F28 Pro 27,5"", žalias, 250W, 14,5Ah",1317.49,Fafrees,,,,,,
1596,"Elektrinis dviratis Kaisda K2-PRO, 26"", 500W, 10Ah, juodas",1317.49,Kaisda,,,,,,
1597,"Elektrinis dviratis Gunai MX25, 20"", 1000W, 25Ah, juodas",1824.99,Gunai,,,,,,
1598,"Elektrinis dviratis Kaisda K3, 26"", 500W, 10Ah, juodas",1147.49,Kaisda,,,,,7,7
1599,"Elektrinis dviratis Kaisda K2M 20"", 500W, 13Ah, juodas",1147.49,Kaisda,,,,,,
1600,"Elektrinis dviratis Fafrees FM9 29"", žalias, 250W, 15Ah",2124.99,Fafrees,,,,,,
1601,"Elektrinis dviratis Fafrees F20 Ultra 20"", pilkas, 750W, 25Ah",2294.99,Fafrees,,,,,,
1602,"Elektrinis dviratis Duotts F26, 26"", 1500W, 17,5Ah LG, raudonas",1614.99,Duotts,,,,,,
1603,"Elektrinis dviratis FAFREES F20 Light, 20"", juodas, 250W, 16,75Ah",977.49,Fafrees,,,,,7,7
1604,"Elektrinis dviratis Fafrees F26 Lasting, 26"", juodas, 250W, 20,3Ah",1274.99,Fafrees,,,,,7,7
1605,"Elektrinis dviratis Fafrees F28 Pro, 27,5"", pilkas, 250W, 18Ah",1359.99,Fafrees,,,,,,
1606,"Elektrinis dviratis FAFREES F20 Max, 20"", juodas, 500W, 22,5Ah",1572.49,Fafrees,,,,,7,7
1607,"Elektrinis dviratis Fafrees F20 Ultra 20"", juodas, 750W, 25Ah",2294.99,Fafrees,,,,,,
1608,"Elektrinis dviratis Fafrees F26 Lasting, 26"", mėlynas, 250W, 20,3Ah",1274.99,Fafrees,,,,,,
1609,"Elektrinis dviratis Fafrees F20 X- Max 20"", raudonas, 750W, 30Ah",2039.99,Fafrees,,,,,,
1610,"Elektrinis dviratis Fafrees F26 Pro 26"", geltonas, 250W,14,5Ah",1189.99,Fafrees,,,,,7,7
1611,"Elektrinis dviratis Duotts S26, 26"", 1500W, 20Ah SAMSUNG, juodas/raudonas",1499.99,Duotts,Aliuminis,Vyrams,,29 29,SHIMANO Altus RD-M2000 SHIMANO Altus SL-M2010,3
1612,"Elektrinis dviratis FAFREES F1-38C, 28"", juodas",1019.99,Fafrees,,,,,21,21
1613,"Elektrinis dviratis Fafrees F20 Ultra 20"", žalias, 750W, 25Ah",2294.99,Fafrees,,,,,,
1614,Dviratis 29 Bulls Sharptail 3 Disc vyr. 27g juodas matinis,849.95,Bulls,HI-TEN STEEL HI-TEN STEEL,Paaugliams,,26,1,1
1615,"Elektrinis dviratis Duotts C29, 29"", 750W, 15Ah, juodas",919.99,Duotts,Aliuminis,Vyrams,,29 29,SHIMANO Deore XT RD-M8100-12-SGS Shadow Plus SHIMANO Deore XT SL-M8100-IR I-Spec EV,1
1616,"Elektrinis dviratis FAFREES F20 Light, 20"", baltas, 250W, 16,75Ah",1019.99,Fafrees,Aliuminis Moteriškas,Vyrams,Vieta,28 28,Shimano Nexus 8 Shimano Nexus SL-C6000-8 8 Vidinės,8 Nėra
1617,"Dviratis AZIMUT Retro 28"" 2023 bordo",217.90,Azimut,Aliuminis,Apytikslis amžius 5-7 metų Vaikams,,20 20,Shimano Tourney TY-300 Shimano Tourney TY-300,
1618,Dviratis 29 Bulls Copperhead 3 S vyr. 12g juodas,2029,BULLS,Aliuminis Vyriškas,Vyrams,,28,"Shimano Claris Shimano Claris, ST-R2000, 2x8-speed, road STI-shifter",2
1619,Dviratis 28 elektrinis Pegasus Solero E8F Plus 500wh wave t.mėlyna,2899,Pegasus,Aliuminis,Apytikslis amžius 5-7 metų Vaikams,,20 20,"SHIMANO Nexus SG-3C41 SHIMANO Nexus SL-3S41, Revo Shifter 3",3
1620,Dviratis 20 Classic Team 20 rožinis,385,CLASSIC,Aliuminis Vyriškas,Vyrams,,28,SHIMANO GRX RD-RX812 Shadow Plus SHIMANO GRX ST-RX810,1
1621,Dviratis 28 Bergamont GRANDURANCE Gravel RD 3 juodas,1399,Bergamont,Aliuminis,Vyrams,,29 29,SHIMANO Alivio RC-M3100 SHIMANO Altus SL-M2010 9,9 2
