,id,title,price,brand,Combined_ekrano_rai,Combined_ekrano_dyd,Combined_ekrano_įs,Combined_ekrano_t,Combined_gps,Combined_vidinė,Combined_svor,Combined_g4g
438,439,"Planšetė Apple iPad Pro 13"" M4 WiFi + Cellular 2TB su standartiniu stiklu – sidabrinė",2885.99,Apple,,,"13 "" 33 cm",,,256,,
439,440,"Planšetė Apple iPad Pro 11"" M4 WiFi 2TB su nanotekstūros stiklu – sidabrinis",2439.99,Apple,1340x800,"8.68""",8.68,IPS LCD,,128 128 GB,"0,5 kg 0,338 kg 0,5 kg 0,5 kg",
440,441,"Planšetė Apple iPad Pro 13"" M4 WiFi 2TB su nanotekstūros stiklu – Space Black",2769.99,Apple,800 × 480 (WVGA),,4,,,32,,
441,442,"Oukitel Planšetė OT6 4/64GB 8000 mAh 10.1"" pilka",106.99,Oukitel,1280 x 800,"10,1""","10"" - 10,9",IPS,,16 16 GB,0.7,
442,443,Planšetė Microsoft Surface Pro 9 Intel Core i7-1255U 13 colių 16GB 256GB W11P SC AT/BE/FR/DE/IT/LU/NL/PL/C HDwr Platinum,1827.03,Microsoft,,,10.4,,,64,16.9,
443,444,"Planšetė TAB60 8"" 6/128GB/LTE TAB60 GRAY BLACKVIEW",139.27,Blackview,,,10.1,,,64,0.785 460 g,
444,445,"Planšetė Zebra MC tinklo terminalas, WLAN, BT, SS, 2D, 29KY, 2.5X, GMS",1839.99,Zebra,1340x800,"9,0""","9"" - 9,9''",IPS,,64 64 GB eMMC,"0,344 0.7",
445,446,"Planšetė Denver Electronics TIQ-10443BL 10,1 Quad Core 2 GB RAM 16 GB Juoda 16 GB 2 GB RAM 10,1",138.44,Denver,,,,,,,,
446,447,"Planšetė TCL Tab 10 Gen2 10,4 Octa Core 4 GB RAM 64 GB Pilka",195.99,TCL,,,,,,,,
447,448,Planšetė Lenovo Tab M10 (3rd Gen) T610 4GB RAM 64GB LTE - Storm Pilkas,175.99,Lenovo,,,12.1,,,256,1.025 571 g,
448,449,"Planšetė Lenovo Tab M9 9"" 4GB / 64GB Wi-Fi Grey (ZAC30194PL)",118.98,Lenovo,,,,,,,0.75 460 g,
449,450,"Bea-fon Mobile AGM MOBILE P2 Active - Robustes 4G Outdoor-Planšetė, MIL810H. IP68/69zertifiziert",419.99,Bea-fon Mobile,,,,,,,,
450,451,"Planšetė - Lenovo Tab M11 11"" WUXGA 8GB/128GB Android su Folio Dėklu ir Pieštuku, Luna Pilka",245.99,Lenovo,,,"13 "" 33 cm",,,4,,
451,452,Planšetinis Kompiuteris - Xiaomi Poco Pad 8/256GB Pilkas,319.99,Xiaomi,,,,,,,,
452,453,"Planšetė Lenovo Tab M10 (3rd Gen) 10.1"" 4/64GB Wi-Fi Storm Gray (ZAAE0050PL), Pilka",149.99,Lenovo,2388 x 1668,"11""","11"" - 11,9","Liquid Retina IPS LCD, 120Hz, HDR10, Dolby Vision, 600 nits (typ)",,1000 1000,"0,466 0.8",
453,454,"Xiaomi Planšetė - POCO Pad 256 GB, 12.1"", 8 GB, Wi-Fi 6, Mėlynas",315.99,Xiaomi,1340 x 800 pikselių,"8,7""","8"" - 8,9",IPS,,64 64,"0,373 0.54",
454,455,Planšetė Allnet ALLNET Meetingraum RGB LED Planšetė 13 col. RK3399 Android 10 und NFC/RFID juodas,465.99,Allnet,,,,,,,0.830000,
455,456,"Planšetė Lenovo Tab Plus 11.5"" 128 GB Pilka (ZADX0080PL)",289.99,Lenovo,,,,,,,1.070000,
456,457,"Planšetė Apple iPad Pro 11"" Wi-Fi 1TB – Kosminė pilka 4th Gen",398.23  €,,,,,,,,1.630000,
457,458,Planšetė - Xiaomi Redmi Pad SE 4+64GB WiFi Sky Mėlyna,131.99,Xiaomi,,,,,,,0.000000,
458,459,"Planšetė Zebra ET51, USB, BT, Wi-Fi, NFC, 10 IoT Enterprise",1618.07,Zebra,,,,,,,1.680000,
459,460,"Planšetė Honeywell ScanPal EDA10A, USB-C, BT, Wi-Fi, NFC, Android, kit",951.06,Honeywell,,,,,,,0.840000,
460,461,"Planšetė Zebra ET60, 25,7cm (10,1), USB, USB-C, BT, Wi-Fi, NFC, Android, GMS",2046.11,Zebra,1752 x 2800,"12,4""","12"" - 12,9",Dinaminis AMOLED 2X 120Hz,,256 GB,0.576 0.95,
461,462,"Planšetė Zebra L10AX XSLATE, 1000 NIT, I5,",3433.07,Zebra,,"27,9 cm (11,0 colio)",11.0,,,128,498 g,
462,463,"Planšetė Zebra ET85, Dual Sim, USB, USB-C, powered-USB, BT, Wi-Fi, 5G, NFC, GPS, Win. 10 Pro",4283.10,Zebra,,,"10,3''",,,256 256,1242.9,Integruota Integruota
463,464,"Planšetė Zebra ET51, USB, BT, Wi-Fi, NFC, Android",1418.04,Zebra,1920 x 1080 (FullHD),,8.4 8.4,,,32 32,,
464,465,"Planšetė Samsung X826B Galaxy Tab S10+ 5G Moonstone Pilkas 12,4"" / Octa-Cora / 12GB RAM / 256GB Atmintis",1439.99,Samsung,,"10,1",10.1,,,32 32,"0,71000",
465,466,Planšetė Samsung S9 X710 Rusvai gelsva 8 GB RAM 11 128 GB,698.90,Samsung,,,"11 "" 27,9 cm",,,128,,
466,467,"Planšetė Planšetinis Kompiuteris - Ulefone Armor Pad 3 8+256gb LTE 10.3""",399.99,Ulefone,,,8.7,,,32,,
467,468,"Planšetė Zebra ET51 (WLAN ONLY), 8.4"" DISPLAY, ANDROID GMS, 4GB RAM, 32GB FLASH, INTEG. SE4710 SCAN ENGINE, PROT. FRAME, RUGGED CON. AND HAND STRAP, R",1605.99,Zebra,,8.3,8.3,IPS,,64.0 64,297.0,
468,469,"Planšetė Umax VisionBook 10L Plus 10.1 ""32 GB Juodas (UMM240104)",120.99,Umax,,,13.0,,,,1.52,
469,470,Planšetė Kingston Amazon Fire Max 11 4GB RAM 128GB 2000x1200,239.99,Amazon,,,13.0,,,,1.52,
470,471,"Planšetė „Samsung Galaxy Tab A7 Lite 8,7“ 32 GB pilka (SM-T220NZA)",219.99,Samsung,,,,,,,0.980000,
471,472,"Planšetė Apple iPad mini Wi-Fi + Cellular 64GB – Violetinė, 6th Gen (2021)",696.94,Apple,,,12.0,,,,0.000000,
472,473,"Planšetė „Microsoft Surface Pro 10 Commercial“ (platina, „Windows 11 Pro“, 256 GB SSD, 8 GB RAM, „Intel® Core? Ultra 5“)",1325.99,Microsoft,,,,,,,2.230000,
473,474,"Planšetė Microsoft Surface Pro 10 Intel Core Ultra 5 256 GB 33 cm (13"") 16 GB Wi-Fi 6E (802.11ax) Windows 11 Pro Juodas",1582.99,Microsoft,,,,,,,0.000000,
474,475,"Planšetė Zebra ET51, 2D, SE4710, USB, BT, Wi-Fi, NFC, 10 IoT Enterprise",1958.39,Zebra,,,,,,,2.210000,
475,476,"Zebra RUGGED Planšetė, ET80, 12"",",3531.39,Zebra,,,11.0,,,,1.81,
476,477,"Planšetė Zebra XPAD L10, BT, Wi-Fi, 4G, NFC, GPS, Android",2944.54,Zebra,,,,,,,0.810000,
477,478,Zebra RUGGED Planšetė L10 NFC WWAN,2850.76,Zebra,,,8.0,,,32,,
478,479,"Planšetė Zebra ET51 Kit 5, USB, BT, Wi-Fi, NFC, Android, kit (USB)",1678.25,Zebra,,,,,,,0.726,
479,480,"Planšetė „Microsoft Surface Pro“ planšetinis kompiuteris, „Win 11“, juodas (ZHY-00023)",1559.99,Microsoft,,11,,IPS,,4,"1,00000 500",Taip Taip
480,481,"Planšetė Zebra ET45, 2D, SE4710, 20.3 cm (8), GPS, USB, USB-C, BT, 5G, NFC, Android, GMS",1154.98,Zebra,,,,,,,0.810000,
481,482,Planšetė NOKIA T10 3GB/32GB WIFI Mėlyna,113.39,Nokia,,,,,,,0.810000,
482,483,"Planšetė HONOR Pad X8 10,1 WiFi+4G tabletė, 4 Gt / 64 Gt",279.99,Honor,,11,88.11,IPS,,4,"0,78000 465",
483,484,Planšetė Lenovo MPN,229.99,Lenovo,,,10.1,,,,,
484,485,"Planšetė Zebra ET40, MDNA Enterprise, 2D, SE4100, 25.4 cm (10), USB, USB-C, BT, NFC, Android, GMS",1028.20,Zebra,,,,,,,0.890000,
485,486,"Planšetė Zebra ET40-HC, 2D, SE4100, USB-C, BT (5.1), Wi-Fi, NFC, Android, GMS",985.36,Zebra,,,,,,,0.810000,
486,487,"Planšetė LENOVO TAB K11 (TB330FUP) – MTK G88,11"" WUXGA IPS 90Hz,4GB,128GB eMMC,MicroSD,7040mAh,Android 13",235.99,Lenovo,,,,,,,1.82,
487,488,"Planšetė Zebra 10.1"" DISPLAY, ANDROID GMS, QC SD660, 4GB RAM, 32GB FLASH, WLAN ONLY, ROW, PWRS SOLD SEPARATELY",1499.99,Zebra,,"10,1",,IPS,,128,"1,00000 500",
488,489,"Planšetė Honeywell EDA71, 2D, BT, Wi-Fi, 4G, Android",1096.26,Honeywell,,"10,1",,IPS,,128,"1,00000 513",
489,490,"Planšetė Zebra ET45, 2D, SE4710, USB, USB-C, BT, 5G, NFC, GPS, Android, GMS",1177.59,Zebra,,,,,,,,
490,491,Planšetė ACC WALL MOUNT HOLDER/WL15-650WH1 NEOMOUNTS,44.99,Neomounts,,,"11,6''",,,,1.6,Ne Ne
491,492,Planšetė Doogee U10 4+128GB Lavender Violetinė,103.99,Doogee,,,"15,6''",,,,3.4,Ne Ne
492,493,Planšetė Doogee MPN,113.99,Doogee,,,,,,,4,Ne Ne
493,494,"Apple Magic Klaviatūra iPad Pro 13"" (M4) - SWE",389.99,Apple,,,,,,,,
494,495,Planšetė Bosto Grafinis planšetinis kompiuteris 12-HDT 1920x1080 11.6 touch,269.99,Bosto,,,,,,64,,
495,496,Planšetė Bosto BT-16HDK 1920x1080 FHD grafinis planšetinis kompiuteris su mygtukais,309.99,Bosto,,,11.0,,,,,
496,497,Bosto BST-X7 Touch Graphics Planšetė,509.99,Bosto,,,,,,,1.81,
497,498,"Planšetė Zebra planšetinis kompiuteris Zebra XSLATE L10 4G 64 GB 25,6 cm (10,1 colio) Qualcomm Snapdragon 4 GB Wi-Fi 5 (802.11ac) Android 8.0 Juodas",2995.99,Zebra,,,,,,,1.720000,
498,499,Planšetė Samsung Galaxy Tab A9 LTE (64GB) - Navy,246.45,Samsung,,,11.0,,,128,,
499,500,"Teclast Planšetė P50 11"" 6/128 GB WIFI (mėlyna)",169.99,Teclast,,,"21 "" 53,3 cm",,,16,,
500,501,"Planšetė Microsoft Surface Pro -tabletti, Win 11, musta (ZIB-00022)",2099.99,Microsoft,,13,13.0,IPS,,512 512,"1,00000 618",taip taip
501,502,"Planšetė Zebra L10 XPAD, 2D, USB, USB-C, BT, Ethernet, Wi-Fi, NFC, Win. 10 Pro",4128.82,Zebra,,13.0,13.0,IPS,,512.0 512,617.0,
502,503,"Planšetė TAB PLUS 11""/8/128GB ZADX0080PL LENOVO",279.99,Lenovo,2064 x 2752,"13""","13"" - 13,9","Ultra Retina Tandem OLED, 120 Hz, HDR10, Dolby Vision, 1000 nitų (HBM), 1600 nitų",,1024 1 TB,"0,579 0.96",
503,504,Monitorius Allnet ALLNET Touch Ekranas Planšetė PoE 21 col. mit RK3399 Android 11 4GB/16GB Pro-Series. Wifi AC,505.99,Allnet,,,"10,9''",,,64,477,Ne Ne
504,505,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 512GB – violetinė",1455.99,Apple,,11.0,11.0,IPS,,512.0 512,462.0,
505,506,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 512GB – violetinė",1289.99,Apple,,13.0,13.0,IPS,,512.0 512,617.0,
506,507,"iPad Pro 13"" M4 WiFi 1TB with Standard glass - Space Black",2195.99,Apple,,13,13.0,IPS,,512 512,"1,00000 618",taip taip
507,508,"Planšetė Apple iPad 10,9"" Wi-Fi 64GB – Geltona 10th Gen",398.23,Apple,,,,,,,,
508,509,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 512GB – Starlight",1055.99,Apple,,,,,,,,
509,510,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 512GB – Starlight",1289.99,Apple,,,"11""",,,128 128,0.524,Integruota Integruota
510,511,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 128GB – Starlight",1095.99,Apple,2880 x 1920,"13""","13"" - 13,9",„PixelSense Flow“ 120 Hz ekranas „Corning® Gorilla® Glass 5“.,,512 GB SSD,"0,895 1.5",
511,512,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 512GB – mėlyna",1455.99,Apple,2000 x 1200,"11,5""","11"" - 11,9",,,128 128 GB,"0,650 1",
512,513,"Lenovo Planšetė M8 8"""" | Helio A22 | 3GB | 32GB | Android 12 | 2years",265.99,Lenovo,,,"7 "" 17,8 cm",,,16,,
513,514,"Planšetė GALAXY TAB S10 ULTRA 5G/14"" 256GB SILV SM-X926 SAMSUNG",1179.99,Samsung,,,10.1,,,,,
514,515,Oukitel Planšetė OT11 11 cali 4/128GB 8000 mAh 2K žalia,169.99,Oukitel,1920 x 1200,"11""","11"" - 11,9",IPS,,256 256 GB,"0,515 1.308",
515,516,Planšetė Microsoft Surface Pro 11Gen. Copilot+ PC / C10/16/512 W11 Pro Juodas,1569.99,Microsoft,,,10.0,,,,,
516,517,"Planšetė Lenovo Tab | Plus TB351FU | 11.5 "" | Luna Pilkas | 2000 x 1200 pikselių | MediaTek Helio G99 | 8 GB | Soldered LPDDR4x | 128 GB | Wi-Fi | Front camera | 8 MP | Rear camera | 8 MP | Bluetooth | 5.2 | Android | 14 | Garantija 24 mėn.",279.99,Lenovo,1280x800,"10.92""",,IPS LCD,,128 GB,"0,95 kg 0,544 kg 0,95 kg 0,544 kg",
517,518,"Planšetė Amazon Fire 7 Kids planšetinis kompiuteris, 7 colių ekranas, 16 GB, mėlynas vaikams nuo 3 iki 7 metų",85.99,Amazon,,,,,,,,
518,519,"Planšetė Zebra 10.1"" Ekranas, Android GMS, QC SD660, 4GB RAM, 32GB Flash, WLAN WAN, Pwrs Parduodamas atskirai, Eil.",2019.99,Zebra,,,,,,,688 340,
519,520,"Oukitel Planšetė OT8 6/256GB 8800 mAh 11"" 2K pilka",189.99,Oukitel,,,"11,6''",,,,1.231,Ne Ne
520,521,"Planšetė LAT 7030 10"" 16/512GB/W11P 210-BKCH DELL",2835.99,Dell,,11.0,11.0,IPS,,128.0 128,462.0,
521,522,"Planšetė Blackview Tab 90 10.92"" HD IPS Incell 800*1280 350nit 8GB+128GB Octa-core Unicos T606 Cam 8MP/13MP 8200mAh Android 14 Type-C Case Protective Glass Rožinė",189.99,Blackview,1488 x 2266,"8,3""","8"" - 8,9",Retina IPS True Tone,,128 GB,"0,293 0.652",
522,523,"Planšetė Blackview Tab 3 Kids, Mėlyna, 7-inch HD 1024*600, 7731E Quad-core 1.3GHz, Front 0.3MP; Rear 2MP Camera, 2GB/32GB, 3280mAh battery, Doke 3.0 Go (Android 13), WiFi version, 802.11 b/g/n(2.4GHz), Bluetooth",81.99,Blackview,,11.0,11.0,IPS,,256.0 256,462.0,
523,524,"Planšetė Teclast P85T 2Ghz 8"" 4/64 GB 2.4+5G WiFi planšetinis kompiuteris (žalias)",88.99,Teclast,,,"11""",,,2 2048,446,Integruota Integruota
524,525,BOSTO Graphic Planšetė T1060,50.99,Bosto,,13,13.0,IPS,,1024 1000,"1,00000 618",taip taip
525,526,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 128GB – mėlyna",859.99,Apple,,,"11""",,,2 2048,444,Ne Ne
526,527,Planšetė Apple iPad mini (A17 Pro) Wi-Fi + Cellular 128GB Blue,749.99,Apple,,13,13.0,IPS,,1024 1000,"1,00000 618",taip taip
527,528,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 256GB – mėlyna",819.99,Apple,,,"13""",,,2 2048,0.579,Ne Ne
528,529,"iPad Pro 11"" M4 WiFi + Cellular 2TB with Standard glass - Space Black",2555.99,Apple,,11.0,11.0,Tandem OLED,,2048.0 2048,444.0,
529,530,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 1TB - Violetinė",1689.99,Apple,,,"11""",,,1 1024,446,Integruota Integruota
530,531,"iPad Pro 11"" M4 WiFi 2TB with Standard glass - Silver",2315.99,Apple,,"37,0 cm (14,6 colio)",14.6,,,512,730 g,
531,532,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 1TB - Kosminė pilka",1689.99,Apple,1920x1200,"11.0""",11.0,IPS LCD,,256 256 GB,"0,5 kg 0,5 kg 0,5 kg",
532,533,"iPad Pro 13"" M4 WiFi 2TB with Standard glass - Silver",2649.99,Apple,,,11.0,,,128,,
533,534,"Planšetė Apple iPad Pro 11"" M4 WiFi 2TB su nanotekstūros stiklu – Space Black",2439.99,Apple,,,12.4 12.400,TFT,,128,608.000,
534,535,"iPad Pro 11"" M4 WiFi + Cellular 1TB with Standard glass - Silver",2099.99,Apple,1920 x 1200,"10,1""","10"" - 10,9",IPS,,64 64,"0,460 0.82",
535,536,"Planšetė Samsung TAB S9 ULTRA SM-X910N 14,6 Rusvai gelsva 512 GB",1156.35,Samsung,,,,,,,1.880000,
536,537,"Planšetė TAB16 PRO 11"" 256GB LTE/TAB 16 PRO GRAY BLACKVIEW",219.99,Blackview,,,,,,,1.630000,
537,538,"Planšetė TAB M11 11"" LTE/4/128GB Pilkas ZADB0018PL LENOVO",209.99,Lenovo,,,,,,,1.648000,
538,539,Planšetė Samsung Galaxy Tab S7 FE 12.4 5G 128GB juoda (T736),669.99,Samsung,1340 x 800 pikselių,"8,7""","8"" - 8,9",IPS,,4 128 GB,"0,373 0.54",
539,540,"Planšetė Lenovo M10 (3 kartos) LTE UNISOC Tiger T610 Pilka 64 GB 10,1 4 GB RAM Unisoc",185.55,Lenovo,,"10,4",10.4,IPS,,128 128,"0,82500 440",taip taip
540,541,"Planšetė Honeywell EDA10A, 2D, USB-C, BT, Wi-Fi, 5G, NFC, Android",1203.65,Honeywell,,,14.6,,,512,,
541,542,"Planšetė Zebra ET60, 25,7cm (10,1), USB, USB-C, BT, Wi-Fi, Android, GMS",1988.64,Zebra,,"8,7",8.7,TFT,,64 64,"0,49600 322",taip taip
542,543,"Planšetė Zebra ET80, 2D, USB, USB-C, BT, Wi-Fi, NFC, 10 IoT Enterprise",3642.49,Zebra,,,"21 "" 53,3 cm",,,64,,
543,544,"Planšetė - Xiaomi Redmi Pad SE 4+128gb WiFi 8.7"" Graphite Gray",146.99,Xiaomi,,,"11 "" 27,9 cm",,,256,,
544,545,Planšetė realme Pad 6/128GB LTE Real Pilkas,249.99,Realme,,,"12.4 "" 31,5 cm",,,128,,
545,546,"Planšetė Samsung X920N Galaxy Tab S10 Ultra Wi-Fi Moonstone Pilkas 14,6"" / Octa-Cora / 12GB RAM / 512GB Atmintis",1579.99,Samsung,,,10.4,,,64,,
546,547,"Planšetė GALAXY TAB A9 8.7""/64GB LTE SILV SM-X115 SAMSUNG",165.99,Samsung,,,11.0,,,128,,
547,548,Allnet ALLNET Windows PoE Planšetė 21 sp. Palieskite 8 GB / 128 GB,999.99,Allnet,,,,,,,,
548,549,Planšetė Samsung SM-X710NZAEEUB 12 GB RAM 11 256 GB Pilka,909.99,Samsung,,,,,,,0.89 450 g,
549,550,Planšetė Galaxy Tab S9 FE+ Samsung SM-X610NZAAEUB 12 GB RAM 256 GB Juoda Pilka,590.80,Samsung,,,,,,,,
550,551,Kompiuterinė Planšetė - Samsung Galaxy Tab S6 Lite 4+64GB LTE Oxford Pilkas,329.99,Samsung,,,"21,5''",,,,0.710,Ne Ne
551,552,"Planšetinis Kompiuteris - Lenovo Tab M11 4G, 128 GB, 11""",209.99,Lenovo,,,,,,,0.965,
552,553,Planšetė - FOSSiBOT DT2 Helio G99 12GB RAM 256GB Juodas,409.99,Fossibot,,11,,IPS,,128,"1,00000 465",Taip Taip
553,554,"Planšetė Blow Planšetinis Kompiuteris - KidsTAB8 4G 4/64GB, Mėlynas + Dėklas",63.89  €,,,,,,,,,
554,555,"Planšetė FOSSiBOT DT1 - 8GB RAM, 256GB Atmintis, Juodas",295.99,Fossibot,,,11.0,,,128,,
555,556,BOSTO Graphic Planšetė BT-22UX,465.99,Bosto,,,"12.4 "" 31,5 cm",,,128,,
556,557,"Planšetė Ulefone Armor Pad 4G -tabletė, 64 Gt, musta",209.99,Ulefone,,,10.1,,,,1210 800,
557,558,Planšetė Lenovo Tab M11 LTE 4GB + 128GB Luna Pilkas,259.99,Lenovo,1200x2000,"11.5""",11.5,IPS LCD,,256 GB,"1,4 kg 528 g 1,4 kg 0,7 kg",
558,559,Planšetė Samsung Galaxy Tab S10 Ultra 256GB Wi-Fi DE sidabrinis,1569.99,Samsung,1200x2000,"11.5""",11.5,IPS LCD,,256 GB,"0,66 kg 528 g 0,66 kg 0.528 kg",
559,560,"Planšetė Huawei MatePad SE 11"" WiFi 6/128GB pilka + ""M-Pen Lite"" Stylus",249.99,Huawei,,,11.0,,,128,,
560,561,"Samsung Planšetė Galaxy Tab S9 FE+ 12,4"" 128 GB Mint (SM-X610NLGAEUB)",849.99,Samsung,,,"8.4 "" 25,6 cm",,,64,,
561,562,"Teclast Planšetė P30T Kids 10.1"" 4/64 GB WIFI (rožinė)",122.54,Teclast,2266 × 1488,"8.3""",8.3,Skysta tinklainė,,64,293,
562,563,"Planšetė TAB MEGA1 11"" 256GB LTE/TAB MEGA1 Pilkas BLACKVIEW",319.99,Blackview,,,,,,,2.550000,
563,564,"Planšetė TAB MEGA1 11"" 256GB LTE/TAB MEGA1 PURPLE BLACKVIEW",309.99,Blackview,,,,,,,1.840000,
564,565,"Planšetė Redmi Pad SE 11"" 6GB / 128GB Wi-Fi, violetinės spalvos",217.49,Xiaomi,,,10.1,,,,,
565,566,"Planšetė Zebra ET51 (WLAN ONLY), 8.4"" DISPLAY, WIN10, 4GB RAM, 64GB FLASH, INTEG. SE4710 SCAN ENGINE, PROT. FRAME, RUGGED CON. AND HAND STRAP",1799.99,Zebra,,,,,,,2,
566,567,"Planšetė Apple iPad mini Wi-Fi + Cellular 64GB Starlight, 6th Gen (2021)",696.94,Apple,,,11.0,,,128,,
567,568,"Planšetė Zebra XR12, SlateMate, 2D, USB, RS232, BT, Wi-Fi, Win. 10",3959.42,Zebra,,,12.4,,,128,0.259,
568,569,"Planšetė Zebra ET51 Kit 1, USB, BT, Wi-Fi, NFC, Android, kit (USB)",1583.29,Zebra,,,,,,,1.630000,
569,570,"Planšetė Zebra ET51 10.1"" DISPLAY, WIN10, INTEL E3940, 8GB RAM, 64GB FLASH, WLAN ONLY, PWRS SOLD SEPARATELY",2189.99,Zebra,,,,,,,1.650000,
570,571,"Emporia Planšetė 10,1 WI-FI+4G -tabletti, musta",379.99,Emporia,,,,,,,1.880000,
571,572,"Planšetė Xiaomi Redmi Pad SE 11"" 6/128GB žalias tablet",229.99,Xiaomi,,,,,,,1.630000,
572,573,"Planšetė Tabletė Samsung Galaxy Tab S8 11 ""128 GB 5G Rožinė- aukso (SM-X706BIDAEUB)",919.99,Samsung,,,,,,,0.830000,
573,574,"Planšetė Zebra ET80, 2D, USB, USB-C, BT, Wi-Fi, NFC, Win. 10 Pro",4255.28,Zebra,,,,,,,1.870000,
574,575,"Planšetė Zebra ET80, 2D, USB, USB-C, BT, Wi-Fi, NFC, Win. 10 Pro",5473.44,Zebra,,,,,,,,
575,576,"Planšetė Honeywell ScanPal EDA10A, USB-C, BT, Wi-Fi, 5G, NFC, Android, kit",1000.97,Honeywell,,,,,,,0.83,
576,577,"Planšetė Zebra ET60, 25,7cm (10,1), USB, USB-C, BT, Wi-Fi, Android, GMS",2399.87,Zebra,,8,8.0,IPS,,32 32,"0,52000 350",
577,578,"Planšetė Zebra ET45, 2D, SE4710, USB, USB-C, BT, 5G, NFC, GPS, Android, GMS",1064.51,Zebra,,,"10,1''",,,128 128,674,Integruota Integruota
578,579,"Planšetė Honeywell RT10A, 2D, SR, USB, BT, Wi-Fi, NFC, Android, GMS",3316.61,Honeywell,,,11.0,,,,,
579,580,Planšetė Panasonic FZ-G2EZ003B4 TOUGHBOOK G2 mk2,3569.99,Panasonic,,,,,,,1.590000,
580,581,Planšetė Lenovo 9 3 GB RAM MediaTek Helio G80 32 GB Pilka,187.04,Lenovo,,,,,,,,
581,582,"Umax Planšetė VisionBook 8L Plus 8"" 32 GB juodas (UMM240802)",82.99,Umax,2800 x 1840,"11,5""","11"" - 11,9",IPS,,256 256 GB,"0,510 0.8",
582,583,Samsung Planšetė Galaxy Tab Active 4 PRO 5G 10.1 cali 6/128GB Enterprise Edition Juodas,999.99,Samsung,,,,,,,0.786,
583,584,Planšetė SAMSUNG Galaxy Tab A9+ 5G 8+128GB sidabrinė,239.99  €,,2000 x 1200,"10,4""","10"" - 10,9",IPS,,64 64,0.7,
584,585,"Planšetė Zebra L10 XSLATE, USB, USB-C, BT, Ethernet, Wi-Fi, NFC, Win. 10 Pro",3572.22,Zebra,,,32.0,,,16,,
585,586,Planšetė xiaomi redmi pad pro 12.1 8/256gb wifi mėlynas,319.99,Xiaomi,,"12.4""",12.4,TFT-LCD,,64,"0,608 kg",
586,587,"Planšetė Huawei MatePad 11,5"" S WiFi 8/256GB pilka + klaviatūra + rysik",539.99,Huawei,,,8'',,,32 32,558,Ne Ne
587,588,Planšetė Hmd Global HMD T21 LTE 4GB/64GB Juodas,369.99,Hmd Global,,,"11""",,,128 128,0.524,Integruota Integruota
588,589,"Planšetė Nokia T21 10,36'' WiFi 4G 4GB 64GB grau",176.96,Nokia,,,"10.1 "" 25,7 cm",,,64,,
589,590,"Planšetė Xoro MegaPAD 3204v6, Juodos spalvos",839.99,Xoro,,,"10,9''",,,64,481,Integruota Integruota
590,591,"Planšetė GALAXY TAB S7 FE 12.4""/5G 64GB Rožinis SM-T736 SAMSUNG",429.31,Samsung,,,,,,,,
591,592,"Planšetė - Ulefone Armor Pad Lite 8"" WiFi 32GB Juodas.",159.99,Ulefone,1920 x 1200,"10,1""","10"" - 10,9",IPS,,256,"1,2 2.073",
592,593,Oukitel Planšetė OT11 11 cali 4/128GB 8000 mAh 2K violetinė,169.99,Oukitel,,,,,,,1,
593,594,"TERRA PAD 1006V2 10.1"" IPS/4GB/64G/LTE/Android 12 - Planšetė - 2 GHz",299.99,Terra,,,7.0,,,8,,
594,595,"Planšetė Apple iPad 10,9"" Wi-Fi + Cellular 64GB – sidabrinė 10 gen",559.99,Apple,,,,,,,1,
595,596,Planšetė Xiaomi Redmi Pad SE 8.7 4G Graphite Gray 4/128 GB,279.99,Xiaomi,,,8.7,,,,660 320,
596,597,"Planšetė Oukitel RT7 10.1"" 12GB 256GB 5G Juodas RT7-BK/OL",415.04,Oukitel,,,"13""",,,1 1024,0.617,Ne Ne
597,598,"Planšetė Oukitel RT3 Pro -tabletti, 128 Gt, oranssi",209.99,Oukitel,,11.0,11.0,IPS,,128.0 128,462.0,
598,599,"Planšetė Denveris TAQ-70332 17,8 cm (7 colių) 1 GB 8 GB Wi-Fi 4 (802.11n) Suderinamas su Android 8.1 Go leidimu",72.99,,,,"13""",,,1 1024,0.617,Ne Ne
599,600,"Planšetė Doogee T30 Ultra -tabletti, 256/32 Gt, musta",309.99,Doogee,,11.0,11.0,IPS,,256.0 256,462.0,
600,601,"Teclast Planšetė M50 MINI 8.7"" 6/128 GB WIFI (mėlyna)",120.99,Teclast,,11.0,11.0,IPS,,128.0 128,462.0,
601,602,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 1TB – Starlight",1529.99,Apple,,,"11""",,,2 2048,444,Ne Ne
602,603,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 128GB - Kosminė pilka",859.99,Apple,,11.0,11.0,IPS,,1024.0 1024,462.0,
